"","cluster","Mean.of.log.T0","Mean.of.log.T1","Mean.of.log.T2","Mean.of.log.T3","Mean.of.log.T4","Mean.of.log.T5","Mean.of.log.T6","Mean.of.log.T7","Mean.of.log.T8","Mean.of.log.T9","Mean.of.log.T10","Mean.of.log.T11","isClusterMember","maxMembership","membership.of.cluster.1","membership.of.cluster.2","membership.of.cluster.3","membership.of.cluster.4"
"ENSG00000180318",4,0.548263510373099,-0.523841556991893,0.305843258416854,1.51238528043578,-0.403309566282554,-2.34140673486236,1.04771916835647,-0.449449475718387,0.0174391575845492,-0.27442010299149,-0.377918937706682,0.938695999386616,FALSE,0.382465575779893,0.246436588519224,0.0601536340868054,0.310944201614077,0.382465575779893
"ENSG00000177674",2,1.3303195644793,-1.92428513171365,-0.654423414668399,-1.45921417444493,0.285358071224162,-0.225358321003781,0.418125783610978,0.906720556440356,1.32167043519569,-0.244334001149314,0.167354178476549,0.0780664535530415,FALSE,0.382521429958884,0.152661875314854,0.382521429958884,0.232789789412426,0.232026905313836
"ENSG00000122861",4,-0.653198153505143,1.1844945977318,-1.41760632718125,1.29970051855207,-1.25490122963565,0.335508872943721,0.612992762007015,0.0692108578246039,-0.30993989265314,1.26103517657082,-1.29914505349308,0.171847870838237,FALSE,0.382642809406141,0.342490774057595,0.034694870870524,0.24017154566574,0.382642809406141
"ENSG00000010295",4,0.157237305558008,0.182190251950819,0.037978686424606,-1.56208567113147,-0.118653341735655,-0.528166782987093,-1.18390350356924,-0.0604657231211542,0.0344782886535862,2.5825800190063,0.115289262492529,0.343521208458753,FALSE,0.382944163929144,0.191947156421752,0.252131528924664,0.17297715072444,0.382944163929144
"ENSG00000183775",4,0.00585823009694117,-0.327115451616327,0.260583048089143,-0.0288845628566049,-1.12761742671315,1.7229611840919,-1.9360175665191,0.157323298931151,0.902193986873043,1.18276582524618,-0.0395622352373142,-0.772488330385866,FALSE,0.38296011370127,0.157384376634653,0.31041319753595,0.149242312128128,0.38296011370127
"ENSG00000114019",3,0.527215525902726,-1.16552827618744,0.436779469881105,-0.780010205025755,0.213724764328235,-1.97096598310275,1.61386298868261,-0.433089137595713,0.691299221863525,-0.380245338742288,1.09356267869488,0.153394291300866,FALSE,0.383069959284527,0.190459210293584,0.167094021043754,0.383069959284527,0.259376809378136
"ENSG00000176678",2,-0.982282172124327,-1.00063668701893,1.13696994733939,-0.0819826323568683,0.936772053790027,0.68888039541459,-1.21216042768627,-1.5250788065215,-0.103027069075865,-0.0487603253082003,1.38995479852067,0.801350925027286,FALSE,0.383088512078439,0.127892359228069,0.383088512078439,0.15947481149947,0.329544317194022
"ENSG00000119227",4,0.117182988380989,1.28020282761597,-1.13835640888921,1.49168003330809,0.205512513084084,-1.48023795800226,1.15970371643057,-0.425286989952706,-1.11334662357626,0.377897456244231,0.297372804804361,-0.772324359447853,FALSE,0.383160091596044,0.252948535732187,0.00164724733384644,0.362244125337923,0.383160091596044
"ENSG00000168421",2,0.286830715293228,0.0110420668428418,0.204106216795457,-0.592111006888679,-0.233128719328554,0.231975758887978,-2.55671610103872,-0.209046405071896,-0.0772766303334918,1.76600321845978,0.46278055182695,0.705540334555109,FALSE,0.383304329502099,0.135860319891293,0.383304329502099,0.120791286704955,0.360044063901653
"ENSG00000161509",4,-0.0295597716977888,-0.785890952611038,1.49541367390228,1.32582878074126,-0.624233907567187,-0.795211243965017,0.900742130550001,-0.269593757970241,-1.10159473980435,0.751673750206023,0.644754825785012,-1.51232878756895,FALSE,0.383424396489006,0.277659432802074,0.0424745224581513,0.296441648250769,0.383424396489006
"ENSG00000078140",4,1.08604286676217,-0.346946817580377,-0.281535585100746,0.210885722535454,0.100081347932424,0.0274114262368212,-2.68499445177816,-0.587061566020049,0.631854971732718,1.10607579028584,0.61064615471336,0.127540140280546,FALSE,0.383554333764896,0.126580476176642,0.380070756500234,0.109794433558229,0.383554333764896
"ENSG00000174080",3,-0.383159312839582,-0.0945982013723098,0.825602808637579,-1.57184272931282,-0.688278488240026,0.790105325111619,2.01329068918059,0.0294551774762197,-0.0830241127373876,-1.48156519533609,0.577373791607478,0.0666402478247335,FALSE,0.383560858570585,0.129306039749647,0.30146154970052,0.383560858570585,0.185671551979249
"ENSG00000074695",4,0.153375950649197,-1.85917816981027,0.96912005596086,-0.320336575120625,-0.382142561667416,-0.375790548340256,-0.875487873918452,0.112618869019331,0.784970117710253,1.02084763027769,1.70042296117748,-0.928419855937787,FALSE,0.3838534729014,0.182232531466831,0.240826193464661,0.193087802167108,0.3838534729014
"ENSG00000137825",4,-0.851704542530324,0.513029367072737,0.744773744028967,-0.31026842113444,-0.189409044911662,-2.57657043919977,0.729939840723502,-0.024201566151378,0.922391774977571,-0.251572608218197,1.09494299768598,0.198648897657017,FALSE,0.383865204890081,0.120589417348301,0.131310508491275,0.364234869270343,0.383865204890081
"ENSG00000105750",4,-0.841136353085707,-1.29695053502764,1.69374305400636,0.271177191058092,0.515378010120578,-1.52856599806974,0.299325682750393,-0.634455380023825,-0.318327916776181,0.50064551264453,1.48358151895761,-0.144414786554467,FALSE,0.384092286172001,0.21325273734909,0.134629445848588,0.268025530630321,0.384092286172001
"ENSG00000183770",4,-0.848816369874115,1.77334257319131,0.606965061920248,1.11036076879839,-0.958813489876723,-0.927588169444282,0.529606291432372,0.269241511063171,-0.513404729163356,0.999767852233142,-0.853788037156245,-1.1868732631239,FALSE,0.384109600609088,0.27494911264151,0.0592741166607093,0.281667170088693,0.384109600609088
"ENSG00000171431",1,-0.903694024506129,0.237455095063078,-1.62502749752918,1.08616698739939,-0.125593928834278,0.420519603669421,1.41110844482582,-0.0326848685242981,0.0937043873987145,1.0473811043835,-1.73224660534852,0.122911302002473,FALSE,0.384110928109559,0.384110928109559,0.0283205621734218,0.345770887678092,0.241797622038927
"ENSG00000196437",4,-0.433610458816688,-1.32962162934439,1.75807698700003,0.565242268839816,0.784037155932782,-1.37615962601706,0.643481997000835,-0.678880549473091,-0.566384419874937,0.842294499990737,0.669808014871437,-0.878284240109472,FALSE,0.384114686462717,0.247544922532053,0.0764680590558451,0.291872331949385,0.384114686462717
"ENSG00000160799",4,0.352284152928814,-0.724374678865577,-1.61392814939885,0.58414926206824,0.409262563647067,0.676593415613747,0.347716321025442,-1.41730202694101,0.704952270071121,1.02845424329005,-1.40579162374024,1.05798425030119,FALSE,0.384210994356123,0.280458034646459,0.0872341794634421,0.248096791533977,0.384210994356123
"ENSG00000120075",4,1.82325706107029,-0.581773212733369,-0.102758860476185,0.244960221225405,-0.271999540294081,-0.652186029975689,0.290994756815623,-0.709150878810241,-0.657581884433009,0.973732071717079,1.35997607351301,-1.71746977761884,FALSE,0.384215882078784,0.2440448360874,0.114347925176324,0.257391356657492,0.384215882078784
"ENSG00000034239",3,-0.553166984822752,-0.450781865074011,0.698290588723571,2.24544548206964,-0.619655148642683,-0.646430151220301,1.37490930560806,-0.42031719214458,-0.743486602198568,-0.442411861339774,0.56808123684577,-1.01047680780437,FALSE,0.384330875519952,0.24799357977716,0.0322996776160161,0.384330875519952,0.335375867086871
"ENSG00000089558",2,-0.737110762093374,1.04814009670503,0.889541573597538,1.02172991965894,-0.488319706927671,0.41461508174752,-1.96158282204184,1.19989288904893,-0.923636631478864,-0.685182973497695,0.599699344683448,-0.37778600940196,FALSE,0.384366127038311,0.12256661736704,0.384366127038311,0.144559207665274,0.348508047929375
"ENSG00000129255",4,0.808544997035694,-2.4521422441224,0.201639893819084,0.0798953914319092,1.33479368648323,-0.427495125211304,-0.175010146426241,0.0228807956439375,-0.0247837899129732,0.941378771097938,0.668516108678642,-0.978218338517518,FALSE,0.384548185496292,0.228952923091795,0.152044255324036,0.234454636087877,0.384548185496292
"ENSG00000106483",1,-0.368246763440749,-0.319395931870006,-0.216842079535168,0.821973070156394,1.17610173009841,-1.32433560448504,0.840793240095114,-0.819622192532303,-0.450856380051605,1.89294361549778,0.0829845474765316,-1.31549725140936,FALSE,0.384603452652533,0.384603452652533,0.0342345940002871,0.250280703372445,0.330881249974735
"ENSG00000168434",2,0.380632440797483,-2.05646171236763,-0.828512855118828,-0.448000835105674,1.09239178574014,0.494990309352615,-1.00864550606797,0.889413977362628,1.55451482570654,0.189482137030922,-0.184759557947094,-0.0750450093831227,FALSE,0.3846908350825,0.15160718681043,0.3846908350825,0.175151076740293,0.288550901366777
"ENSG00000105825",4,-0.572275497831626,-0.826555940806296,1.53000031959063,1.17774382897571,-0.0583094478743774,-1.08884380714318,0.896783330474179,-0.830421647064447,-0.702412726624891,0.274476891466229,1.3225763726968,-1.12276167585873,FALSE,0.384985809333458,0.236167828246803,0.0610681229692675,0.317778239450471,0.384985809333458
"ENSG00000100522",4,-0.0260385855616583,0.263845414354313,-1.59147973394438,0.759567567997537,0.392368248514658,1.05716711279529,0.248308641639483,0.556001851979881,0.663084370612883,0.842549601360774,-1.67818076365976,-1.48719372608903,FALSE,0.385035565898236,0.281798314779524,0.0545782461553775,0.278587873166863,0.385035565898236
"ENSG00000010361",4,-0.378990051555558,-1.19829976873589,1.0003471749514,1.08593671479739,-0.262159288541978,-1.34788113072354,0.893270284823688,-0.722254387558375,-0.684284358584452,1.38141403821829,1.01970166253023,-0.786800889621207,FALSE,0.385165654984615,0.320315157118919,0.0370529692889874,0.257466218607478,0.385165654984615
"ENSG00000119965",4,-0.380827759905474,-0.642943597096454,1.23615011380885,1.00279413372071,-0.37805493999178,-1.17236678255971,0.868965024004073,-0.619975634843642,-1.04355946787019,1.53955201629595,0.71923132508152,-1.12896443064386,FALSE,0.385177513341043,0.325171139612133,0.0317931743176385,0.257858172729185,0.385177513341043
"ENSG00000080802",1,0.638031200250231,-2.08870789976969,-1.05675652548387,0.715671579599765,-0.0323253457621214,-0.473307806147906,0.422418410296705,-0.109224421170482,0.438645481968203,1.97295336660275,-0.282885181989,-0.144512858394583,FALSE,0.385280908959663,0.385280908959663,0.0422511134204755,0.198733851915246,0.373734125704616
"ENSG00000175906",4,-0.865867657697767,-0.61313418702437,1.2024412985259,0.876698393983707,-1.36942943293687,-0.277553277776748,0.770400075579791,-0.0686295582658223,-0.877404636035306,1.3564095877366,1.04896947606608,-1.1829000821552,FALSE,0.385648640154622,0.289955373297439,0.0476845783269177,0.276711408221021,0.385648640154622
"ENSG00000280661",4,-0.128839603219232,-0.0580999119724342,1.85074446296609,0.293505941349528,0.399906105064095,-1.81984005521,0.308259721955169,-0.59950083421978,-0.992806809512661,0.613904642562019,1.10828004709725,-0.975513706860049,FALSE,0.38568656474696,0.216280185215261,0.125405315801556,0.272627934236222,0.38568656474696
"ENSG00000176165",3,0.722304700574483,0.0624419109862307,0.751984662073685,-1.34905242535034,0.187558465725709,-1.93065874020789,1.13231421655322,0.0291596674876092,-0.210583597200168,0.849037918354929,0.937992763009625,-1.1824995420071,FALSE,0.385743324487106,0.191168254489012,0.135096949794931,0.385743324487106,0.287991471228951
"ENSG00000087245",2,-0.728815930776196,-0.320397908882051,2.17527322702022,-0.727418700036363,0.0333775279874164,-0.584292858104035,-0.827777015368711,-0.0726101298262663,0.141033166928003,0.0994754436987569,1.76854486543417,-0.956391688074947,FALSE,0.38583032908138,0.136617257287895,0.38583032908138,0.185773512098146,0.291778901532579
"ENSG00000183439",2,-0.280568044355147,-0.293033539813043,1.31240682423098,-0.22047934160818,0.0296255252719736,-0.384895605947252,-0.0551846979208965,-1.21272948626735,-0.937687280330022,-1.04813955548198,0.9590030345524,2.13168216766852,FALSE,0.385859681657577,0.115633350155725,0.385859681657577,0.199200514506033,0.299306453680665
"ENSG00000154654",4,-0.719348522908405,-0.455283992515267,1.69538571279216,-0.215890445095866,0.486099504095087,-0.776863339769806,0.17061864120516,-1.61867804083696,-1.02715399256525,0.436610929824195,1.54624257816355,0.478260967611398,FALSE,0.385958443048581,0.182105502901236,0.176523126659467,0.255412927390716,0.385958443048581
"ENSG00000125812",2,1.38887630628436,-1.39133331910821,0.772067518302371,-0.934291138957182,0.181161434817076,0.773507384531958,-0.473929801081654,-1.71779323085203,0.0410228542666409,0.250157335239333,1.32298249518135,-0.212427838624021,FALSE,0.386028013947,0.13846201219158,0.386028013947,0.184505085217831,0.291004888643589
"ENSG00000126522",4,1.33697995148769,-0.9141387958173,-1.19196347589162,0.395407193509207,0.106242770704589,-1.50925373840467,0.206201096437532,0.564726219098502,0.79397666763937,1.59779466511733,-0.641336368179022,-0.744636185701601,FALSE,0.386218007567309,0.317324774170292,0.0691720091913644,0.227285209071034,0.386218007567309
"ENSG00000166128",4,0.204292870929649,1.59345291474563,-1.51555658571507,0.038962854341883,-0.514059262902345,-1.18859794742884,-0.163846344751161,-0.133033207585635,0.0428404848510602,0.732617778147788,-0.862495433166149,1.76542187853319,FALSE,0.386281585202502,0.215683512429921,0.167935700460215,0.230099201907362,0.386281585202502
"ENSG00000135914",3,0.0429712927109037,-0.793727280967959,0.813365126688127,0.0656158441771991,0.298754388398411,0.439590131855242,1.49553853630498,0.00126958895022513,-0.525015095760098,-1.62819156659639,1.34997755069475,-1.56014851645538,FALSE,0.386465227952394,0.164759927145437,0.201651275854676,0.386465227952394,0.247123569047494
"ENSG00000156052",4,0.30249519808363,-0.661168185548135,0.619227590482647,-0.229445222876348,-1.04045764215787,-0.137219558192471,-0.887347399200258,-0.105032575340453,-1.51123737919484,0.457581216480234,2.11874231257688,1.07386164488698,FALSE,0.386470628963467,0.152067969773143,0.285089656271807,0.176371744991584,0.386470628963467
"ENSG00000197457",4,-0.929979104299628,0.465025477402103,0.056000481230477,0.739510664990582,-0.32490168038625,0.748744776065073,0.28390715904072,0.284533475031651,-0.40344295428224,1.91495790476352,-0.827891178545054,-2.00646502101095,FALSE,0.386501011071196,0.335412059045521,0.0381340190340119,0.239952910849271,0.386501011071196
"ENSG00000221348",2,-0.974982316096313,0.868194286028478,-0.25213899435541,-1.67804983891068,-1.16730562109406,2.00784854359092,0.180734611870857,0.708116198016969,0.2888862521163,0.196800704679994,-0.507396760739965,0.329292934892911,FALSE,0.386912951326342,0.144726310155198,0.386912951326342,0.232508250632447,0.235852487886013
"ENSG00000150593",1,0.294236549073481,-2.58283953778894,-0.329299001723485,1.03045959347211,-0.247893370728456,-0.116226363644881,0.861575893250635,-0.0900349184415131,0.213539663410984,1.44001395913169,-0.149173187748723,-0.324359278262896,FALSE,0.386984151268495,0.386984151268495,0.0341703645963049,0.239053983097995,0.339791501037205
"ENSG00000116649",4,0.702954651752906,-0.844512373044069,-1.77722167598633,0.536358654630741,-0.482336597341768,1.6261686336569,0.0888552147341323,0.23088460690162,0.102391895164249,1.34557211031978,-1.22174199673782,-0.307373124050346,FALSE,0.387064117255637,0.295068385345154,0.0832244370808444,0.234643060318365,0.387064117255637
"ENSG00000153162",4,-1.21476014270822,0.0192581096961618,1.07656328290712,1.68086127264211,-0.208331137711356,0.845995917816805,-1.24433483346351,0.724126400935427,0.494789711155751,-1.39646105650677,-0.0644082468641679,-0.713299277899353,FALSE,0.387259949917781,0.134462303448415,0.298192131131974,0.18008561550183,0.387259949917781
"ENSG00000167900",4,0.787779240786622,-1.16891968446947,-1.16905617312799,1.44095686997214,1.36939138110012,0.663682355859148,-0.622025642587019,-0.316812767420593,1.0238576357831,-0.814721428896209,-1.01056167391042,-0.183570113089436,FALSE,0.387317297339766,0.187271093043009,0.211066254724334,0.214345354892891,0.387317297339766
"ENSG00000196371",4,0.210759203889337,0.91290222725624,-1.78139698344037,0.458659993620074,-0.162515535360752,0.932998701465552,-0.644027593741328,0.486600287929433,0.402515558254135,-0.385268164773101,-1.76263802726864,1.33141033216942,FALSE,0.387437953450237,0.141355084614406,0.285441545210902,0.185765416724454,0.387437953450237
"ENSG00000167004",4,0.73499928039968,-0.274543541567439,-1.48056238469322,1.01751749826524,-0.556673808171534,-1.18715736026994,0.452038756118371,0.195392166538117,-0.00880637575831142,1.65660046143213,-1.34684201079294,0.798037318499845,FALSE,0.387542434665481,0.371691115786532,0.0412083132775611,0.199558136270426,0.387542434665481
"ENSG00000177182",3,-0.490466675517595,-1.59361120403159,1.83221693006225,-0.633868021892408,-0.0912711173394892,0.296708694330903,1.37136041499116,0.0712406991634145,-0.784709889409114,-0.644888285338205,1.11616569021677,-0.4488772352361,FALSE,0.387576469295867,0.163792841481909,0.187037995978022,0.387576469295867,0.261592693244203
"ENSG00000171448",1,0.339139099252166,-1.45725020530135,-0.743605219627586,0.939470880844084,-0.535492404669891,0.736884480992204,0.538581131012403,0.803311011426667,-0.349931001073335,1.73362593487479,-0.54229404695805,-1.4624396607721,FALSE,0.387630259080765,0.387630259080765,0.0383219523553827,0.229946218135256,0.344101570428596
"ENSG00000180543",4,-0.821967832040657,-0.737617393711969,0.0257580983193327,2.49656724467115,-0.26440451724356,-0.511325230436052,1.21036669329743,-0.820504310740379,-0.804675451692605,-0.411694151221682,0.15282462124671,0.48667222955228,FALSE,0.387744863801839,0.263005704448636,0.0307848333022922,0.318464598447233,0.387744863801839
"ENSG00000048545",3,-0.42871948495906,-0.0258580251439328,-0.188305993158746,-1.30375720947169,-0.653692539557389,-0.380686975402347,1.62639224144458,-0.514333846155727,-0.504878015243591,2.30673507997305,-0.0668999810421116,0.134004748716957,FALSE,0.387780522353816,0.308442502010952,0.0564751056412774,0.387780522353816,0.247301869993955
"ENSG00000181444",3,-0.600710888028783,-0.184333964559601,-1.10653734595973,2.02861392261928,-0.624560211786017,-0.118357053087134,1.69692130423184,-0.26933327768273,-0.103554269289501,0.251893361092632,-1.31104676080671,0.34100518325646,FALSE,0.38781782163187,0.384597033523275,0.0132440330226558,0.38781782163187,0.214341111822199
"ENSG00000134874",2,0.0837307290091345,0.596902904235135,1.88270013804223,-1.09608301377465,-0.0868201013872355,-1.88864469726605,0.23362450664975,0.141705237914603,0.142697222073332,-0.655100060394979,1.21254374961588,-0.567256614717153,FALSE,0.387818013535225,0.133458625110313,0.387818013535225,0.229265577503925,0.249457783850537
"ENSG00000167644",1,-0.707811244322161,0.0631150702081625,-0.883930548310455,2.29976241683339,-0.554175585103895,-0.260409844738074,1.69313286684039,-0.442041350313431,-0.357183232487373,0.184710402341162,-0.898550906329579,-0.13661804461813,FALSE,0.387912718043063,0.387912718043063,0.0118498944642245,0.385305123388491,0.214932264104222
"ENSG00000106305",4,1.10763563689746,-1.0804718202825,-0.116296890773903,0.945865373293048,-0.636071237256028,-1.03163256948647,0.59447344733253,-0.90806817529096,0.142465378145641,1.84056380219372,0.368969002028708,-1.22743194680125,FALSE,0.387950952864732,0.371036970164994,0.0354968870327501,0.205515189937524,0.387950952864732
"ENSG00000104941",3,-0.608543255760495,0.301325486549862,-0.076191191667392,-1.51504825143969,-0.408094706087209,-0.501323741105262,1.52787490056146,-0.441017930335392,-0.0830630987398433,2.20312039391489,0.219217841943116,-0.618256447834045,FALSE,0.388013257495766,0.281089914317208,0.0778078017104315,0.388013257495766,0.253089026476594
"ENSG00000171169",4,-1.30611913016942,-0.463808059984934,-0.0605880253999444,1.42444448260846,-1.38553432696983,0.922814328348659,1.00365965098361,-1.13226127805955,-0.76191756554523,1.02794926563378,0.164509158410115,0.566851500144292,FALSE,0.388033508931982,0.314350571714121,0.029809911949375,0.267806007404522,0.388033508931982
"ENSG00000107290",1,0.741926910358162,-0.62790288395714,-0.475951523449849,1.03226297270319,0.132025474588678,-1.09854405022125,0.697669256008453,-1.78451535253217,-0.0392386113389359,1.85242618572898,0.198549861576631,-0.628708239464737,FALSE,0.388135470005525,0.388135470005525,0.0287118285980556,0.197495224632139,0.38565747676428
"ENSG00000117152",4,-0.963065507686246,-0.167969139598678,-0.759019304823318,-0.680621194782696,0.209129012255591,0.448372906798504,-0.269271502696273,-0.0553735376742777,0.174133604752863,2.71480196008185,-1.05772667556446,0.406609378937142,FALSE,0.388341369818842,0.288462768058602,0.105516243792119,0.217679618330438,0.388341369818842
"ENSG00000138136",1,-0.376501754286762,-0.504701858985426,0.576484674797276,1.04867288157295,-0.247288248313757,-1.65913187853578,1.75560592553188,0.0369130741727396,-0.339418734281621,1.21154785275477,-0.220638470733288,-1.28154346369298,FALSE,0.388516853536217,0.388516853536217,0.0176481681940932,0.387460299487111,0.206374678782578
"ENSG00000120907",1,-0.702653377365267,-0.499126882201036,0.12830560461316,2.48946692787849,-0.587727052645873,-0.704976099204434,1.15695533099988,-0.786497944913035,-0.908249825264248,0.587285244305033,0.0852993527884634,-0.258081278991128,FALSE,0.388630718157507,0.388630718157507,0.0136603088560547,0.225519418690881,0.372189554295557
"ENSG00000162616",4,0.539536528311497,-0.819438472011676,-0.879714886686084,-0.0781555136563858,-0.749084620441803,-0.393417671195795,-1.02873954330534,2.31235406491903,0.43283971420838,1.24234547502168,-0.634302120915482,0.0557770457519809,FALSE,0.388691463392841,0.211637012952718,0.208073359826705,0.191598163827736,0.388691463392841
"ENSG00000105641",1,-0.594463675655053,0.584631425849962,-0.773567935012936,0.701667967548503,-0.189863224140535,0.117555618510967,0.800953422792266,1.14569762470369,0.0024904874627191,1.3754428900168,-1.20315251333463,-1.96739208874176,FALSE,0.388712645638012,0.388712645638012,0.00168789192231013,0.319486676224915,0.290112786214762
"ENSG00000182950",2,-0.165712588980833,1.04118855769381,-0.228288972661947,-1.40962954256601,-0.237036279737395,0.572673946914483,1.76038780447223,0.272231475925206,0.106548718559724,-1.96733618799038,-0.307144135499054,0.562117203870159,FALSE,0.388787644256308,0.114931884145033,0.388787644256308,0.32304331654022,0.173237155058439
"ENSG00000054179",4,-0.482789303332689,-0.33968585426671,-0.609498740054402,2.76843709434375,-0.344732800662673,-0.131779535149099,1.22568085937415,-0.211911757280795,-0.27191485649834,-0.566217380156508,-0.546323301119296,-0.489264425197388,FALSE,0.388848587320014,0.231275927734967,0.000263105840699595,0.37961237910432,0.388848587320014
"ENSG00000042813",4,0.391879997306657,0.238276173904574,-1.39746161372712,1.85576695567541,0.195245177840067,-0.320571283419861,0.669773038315227,-0.31692521580756,-0.242968214071428,0.269890131724846,-2.02596154032004,0.683056392579228,FALSE,0.388874220205176,0.304380738230214,0.0463143395521538,0.260430702012456,0.388874220205176
"ENSG00000134294",4,-1.78709296738778,1.15087289460294,-0.959645188177686,0.285103421280193,-0.25335809807609,-1.01182234871269,0.158493763955698,0.399894582820774,0.434229186633747,0.749833606352959,-0.829933524691022,1.66342467139895,FALSE,0.389021943313273,0.230802184536072,0.119543258431009,0.260632613719646,0.389021943313273
"ENSG00000169715",1,0.395616401781293,-0.66206660544307,-1.15521333110298,1.19784161882887,-0.064923725973093,-1.28095833911952,0.683958397366512,-0.844154069835011,0.373979512531885,1.48673393456638,-1.17255502520483,1.04174123160358,FALSE,0.389052996689091,0.389052996689091,0.0287334774939079,0.197491579862194,0.384721945954807
"ENSG00000137491",4,0.0466598527863694,0.515436487567738,-1.73390891335517,0.830255972060475,0.0733571675371118,-0.284694999534341,0.330975863437845,-0.26972597587188,0.012990742984264,1.7439967016111,-1.84209564411475,0.576752744891235,FALSE,0.389143781656085,0.356392628969789,0.0435638133332475,0.210899776040879,0.389143781656085
"ENSG00000140835",3,-1.41256721981204,0.358929104218594,0.199167763368684,0.60427411741399,-1.57878937000541,1.76065516815465,1.01579008992486,0.504116967769966,-0.906336843594272,-0.689484041146592,0.449828962532112,-0.305584698824546,FALSE,0.389632161561577,0.180641588253622,0.114038723346383,0.389632161561577,0.315687526838418
"ENSG00000121653",3,0.479500932147972,0.401883537755718,0.508099771534408,-1.58262119870093,-0.319745146255914,0.189510774920037,2.15062249383691,0.0527719063848602,-0.458286472946689,-1.6147175390091,0.44551763281857,-0.252536692485843,FALSE,0.389682796566809,0.131956493139925,0.295833164821911,0.389682796566809,0.182527545471355
"ENSG00000170577",2,1.05231707939981,0.456756199394413,1.00597357245008,-0.0175961850767849,-0.486407752760721,-1.95338264400532,-0.104776304436829,-0.56123044484722,-0.409137054351844,-1.23267493109747,0.931470131734479,1.31868833359741,FALSE,0.389728926519857,0.113379778847114,0.389728926519857,0.193343171352847,0.303548123280183
"ENSG00000070748",3,-0.573174357790159,-0.750733153701251,0.988958982814418,1.21766801888764,-0.363517179726757,-1.42847286579254,1.55482515501474,-0.587120937724529,-0.983830788991188,0.705675104853871,0.891591344589271,-0.671869322433516,FALSE,0.389773218101404,0.293797655483129,0.0197784113292919,0.389773218101404,0.296650715086174
"ENSG00000136099",3,0.326069728682252,-0.847971278086512,0.800190108533376,-0.0339641492004088,-0.328877680223989,-1.86695721363818,1.67539505579868,-0.535691921044188,-1.04389103546546,1.10901863519624,0.724882991371509,0.0217967580766791,FALSE,0.389847380803374,0.278253036881116,0.0506450737513618,0.389847380803374,0.281254508564147
"ENSG00000161395",4,0.239108726829915,-0.292017011098108,-1.92460892926955,0.641162002503046,0.47536874173545,0.647191550938045,0.42500905121317,-0.479141750372354,0.640342150498785,1.57898284868684,-1.63906216826409,-0.312335213401145,FALSE,0.390020168856912,0.378583916771933,0.0190943098862837,0.212301604484872,0.390020168856912
"ENSG00000168229",4,0.330872269252274,0.00389641695879091,-1.49350485351351,1.92075651677762,-0.044889207802673,-0.878331849644083,0.69800611745709,-0.213195655786594,-0.443493924588773,0.876564201464845,-1.47678555641827,0.720105525843284,FALSE,0.390109936342806,0.374830495086393,0.0276607476738436,0.207398820896957,0.390109936342806
"ENSG00000165071",4,-0.767023842048234,0.634343788797811,0.539796732295537,-1.13061498698783,-1.11355965250359,0.584825564576249,-1.19690545512694,-0.127154460721013,-0.647352552413985,2.08278666688339,0.548289582976465,0.592568614272141,FALSE,0.390117358686783,0.179462821130719,0.25319721391489,0.177222606267608,0.390117358686783
"ENSG00000185274",4,-0.712176873495254,-0.56059966102559,0.997276630404271,2.02380811550371,-0.0506287482056168,-0.164109126971293,0.146810960116981,-0.145698502295361,-0.72843898585969,-1.87450377155655,0.981856542955081,0.0864034204293133,FALSE,0.390175909041701,0.172046864413725,0.169516064140869,0.268261162403705,0.390175909041701
"ENSG00000038295",3,-0.654272645198732,-0.72533561067962,1.30175707824545,1.03642098554511,-0.827790216686969,-1.29013715940718,1.31077669854914,-0.58319795605989,-0.84391865652615,0.816115922118534,1.06204019064957,-0.602458630549254,FALSE,0.390188400328149,0.220870338798318,0.000675383729824744,0.390188400328149,0.388265877143708
"ENSG00000170419",3,-0.520040628983647,-0.784653195227833,1.52278926022873,-0.0659201576912309,0.599775902922878,-1.50390969331106,1.33959035003986,0.0135681596777351,-0.854638579120723,0.279786064138446,1.11940035588598,-1.14574783855914,FALSE,0.390226343331053,0.218755241604924,0.097221330183127,0.390226343331053,0.293797084880896
"ENSG00000138802",1,0.461838694340863,-2.18331589300202,-0.866953415640391,1.38149435747885,-0.907547839441897,0.103646848325367,0.780163185956917,-0.392673661690425,0.073921953208787,1.2785883616335,-0.0713901337721013,0.34222754260255,FALSE,0.390266370470275,0.390266370470275,0.0259625458587308,0.202843870412054,0.38092721325894
"ENSG00000171815",3,-0.327238081904837,-1.04093060376378,1.63005570841809,-0.254116554085071,0.0367304431187495,-0.945526872285832,1.46878673521393,-0.652271008587092,-0.692332062714211,-0.26302588258373,1.64251828051482,-0.602650101341038,FALSE,0.390488394008079,0.193600394150611,0.13162582400141,0.390488394008079,0.284285387839901
"ENSG00000113068",4,0.383711522594648,0.0743348757199702,-1.84045024597337,0.662996543799878,0.0407314984813918,-0.985811631009591,0.372142882991658,-0.348767221572067,0.496744397174124,1.36292360087783,-1.4617955037411,1.24323928065663,FALSE,0.390652379495034,0.312702676360231,0.0656700615585363,0.230974882586199,0.390652379495034
"ENSG00000105976",2,0.0580643643091643,1.20128794848781,-0.765323421522962,-1.06572393860598,0.348027914117742,0.0680358937033045,1.28656973701876,-0.730125427806361,0.777894802576323,-1.79488528972491,-0.558335081680067,1.17451249912717,FALSE,0.390652760042408,0.128319571382735,0.390652760042408,0.281293533397869,0.199734135176989
