"","1","2","3","4","5","6","7","8","9","10","11","12"
"Cluster 1",-0.413208852581858,-0.599024031744143,-0.65400144191371,1.53488946696475,-0.574359915967752,-0.457103429256944,1.52563839780236,-0.526215170296407,-0.459026637677654,1.64219085248905,-0.578183780772846,-0.441595457044834
"Cluster 2",0.57185590213488,0.424144854373972,0.382529197106859,-1.45077160555883,0.365238399961923,0.609475492311749,-1.43476716159669,0.298899154589119,0.517370257027656,-1.3297131227214,0.504833254098104,0.540905378272668
"Cluster 3",-0.414887865692608,-0.320241769690208,-0.356421067304098,0.721648883416252,-0.404183817268512,-0.244135001187992,2.08274093205277,-0.395347389095557,-0.348165349850082,0.453418714598283,-0.381600576300369,-0.392825693677881
"Cluster 4",-0.205392143321407,-0.277559599941854,-0.234478853468453,1.28809697708573,-0.407895290626794,-0.248715920232514,0.162498670378275,-0.427977423735438,-0.311128903054328,0.906280917409043,-0.161487104859718,-0.0822413256325408
