"","Mean of log A","Mean of log B","Mean of log C","Mean of log D"
"Cluster 1",-0.828672606851687,0.315848479355176,-0.506440131858327,1.01926425935484
"Cluster 2",0.564524316504872,-0.424136587203819,0.65663005819181,-0.797017787492863
"Cluster 3",0.256254410338824,0.326644455052132,-0.505848656708095,-0.077050208682861
