"","Mean of log A","Mean of log B","Mean of log C","Mean of log D"
"Cluster 1",-0.822121951609688,0.310158797396015,-0.498350401034171,1.01031355524785
"Cluster 2",0.56843722702388,-0.382405573694054,0.62200947213791,-0.808041125467738
"Cluster 3",0.212138461214139,0.290485137952421,-0.496256272828472,-0.00636732633808808
