"","Mean of log A","Mean of log B","Mean of log C","Mean of log D"
"Cluster 1",-0.822297361262043,0.310210385858926,-0.498099276557797,1.01018625196091
"Cluster 2",0.568288470309035,-0.382341141849714,0.62227583817684,-0.808223166636163
"Cluster 3",0.211899589406743,0.289410518206843,-0.496734004611313,-0.00457610300227328
