"","Mean of log A","Mean of log B","Mean of log C","Mean of log D","Sds","qvalue BvsA","qvalue CvsA","qvalue DvsA"
"P97519",-0.0723353920882489,-0.104985370790719,-0.309313969462509,-0.0533374755936063,0.170485844428662,0.604539788534151,0.968338925911827,0.591799176651886
"P97521",-0.28480495985007,0.481842739660022,0.120972905320525,0.0815109183773243,0.265171350123152,0.0592037168841056,0.887091995485099,0.197079887131358
"P97532",0.311967427263582,-0.317274253548114,-0.0813268841726143,-0.345275374185752,0.286442906091724,0.127558601970768,0.968338925911827,0.0775841283348681
"P97541",-0.193523274730074,-0.110753507963397,0.0485978162092564,0.256985265826467,0.307268264510816,0.592185938788819,0.968338925911827,0.173066798889943
"P97576",-0.0840745243556719,0.134024873610261,-0.130002484279572,-0.0626285455431437,0.189740969746178,0.359728951142889,0.97907999674198,0.58685104307834
"P97584",0.053617459666823,-0.154253423909818,-0.056408128896735,0.203400246115088,0.207684701975516,0.442373734730627,0.977167816460095,0.419664989953749
"P97700",-0.065130583628596,0.100774619726073,-0.10520883055976,-0.0382197875677373,0.180953865418072,0.413964680032109,0.97907999674198,0.571462185649499
"P97852",-0.802794487673641,0.2826821876557,-0.492453176813779,0.557804258405699,0.245977260447799,0.0148728551653299,0.968338925911827,0.00329796948788928
"Q00715",-0.0627449807355768,-0.0336328265434655,0.161069823295417,0.104226428692426,0.250084827722454,0.612203417395923,0.968338925911827,0.390715969698167
"Q01129",0.257951655951572,-0.272560813974889,0.144929969537644,-0.158551302516215,0.374694231739375,0.331761455946434,0.97907999674198,0.259084761783606
"Q01177",0.143846722365055,-0.378547820401927,-0.0953837315191725,-0.434289793080119,0.376329715999718,0.331761455946434,0.968338925911827,0.162499589994109
"Q01205",-0.194829840014559,0.114693409486246,-0.0309154386230347,0.307262976384631,0.282642423264613,0.380155988210441,0.973931934950691,0.124876887596582
"Q02253",-0.286145327534582,0.215751942695833,0.0259207370574627,0.229581106012534,0.195106454008206,0.0903593981135288,0.887091995485099,0.0594630385351165
"Q02874",-0.0908855557890415,-0.0513321398100073,0.0903806850403049,-0.115340078530623,0.179973519534892,0.603797425254227,0.968338925911827,0.58685104307834
"Q03344",-0.360154275218769,0.0829728404739923,-0.468350421929666,0.667130104385718,0.361668485022045,0.349827722510423,0.97907999674198,0.0524274636077007
"Q03626",0.0602643713270663,-0.17653614505873,0.026655542082083,-0.251489699938665,0.403015437737901,0.497572208230875,0.997515780258928,0.351552231878403
"Q04462",0.010286887347998,-0.114498083583559,-0.0528405407924485,0.103976572083649,0.158728970965483,0.491197276125284,0.97907999674198,0.469438142403977
"Q05962",0.00861195357729453,0.237394148437735,0.0482811237982991,0.870242600874662,0.650870311702907,0.569052208791085,0.997515780258928,0.207504018480541
"Q06647",-0.469597071096291,-0.137743981371425,-0.474772975799232,0.178347232470604,0.395305602178935,0.43800132870855,0.997515780258928,0.142365422293321
"Q07439",0.0992223445445305,0.0465333340682235,-0.178693491042392,0.0121208860960987,0.363230422311329,0.612203417395923,0.968338925911827,0.561400697054695
"Q07803",0.0918721709308486,0.0561302552424161,-0.127497824236083,0.0991759990723627,0.144016905668444,0.602766008849496,0.968338925911827,0.607766865378418
"Q07936",0.118661110641215,-0.0350814900476657,0.0192365850505259,-0.125899742466757,0.202044656623946,0.4537852697838,0.977167816460095,0.231519773107065
"Q07969",-0.120357180986255,0.070385338034239,0.0294935410788652,0.130556930176157,0.215576118044102,0.421606286760757,0.968338925911827,0.24540965635695
"Q09073",-0.0832166737837017,0.345714510489332,-0.268950668848573,0.0401770177214884,0.155485996606312,0.0670572483513914,0.968338925911827,0.349324051076112
"Q2PQA9",-0.092089783493112,0.0412887213540995,-0.0864337230825686,0.0625216455286613,0.290051238063516,0.564165686504693,0.997515780258928,0.487347560089236
"Q2PS20",-0.283400323548236,0.0462490797911393,-0.0403024851600148,0.257893934541523,0.301888496985806,0.380492399372924,0.968338925911827,0.124876887596582
"Q2TA68",-0.101697832389437,-0.0325104522424226,-0.181456039473475,0.276185909805039,0.155333283927156,0.542161057475357,0.975230280804772,0.0739385628578512
"Q3KR86",-0.172913496215303,0.150580107376378,-0.113670202358293,0.194731497430067,0.131590268762552,0.10197726294118,0.977167816460095,0.0549747028752738
"Q3T1J1",0.141907371069488,-0.292740883563635,0.380327642169628,0.186088582999972,0.247758709739641,0.331761455946434,0.968338925911827,0.573483303939908
"Q3T1K5",-0.408489479655652,0.0894294042136476,0.125451087905717,0.188774296801173,0.377330473805768,0.334143080504392,0.960884394191979,0.154858876271212
"Q497B0",-0.444765945922079,0.0724404907782888,0.0732405314938459,0.0354005545901048,0.254839879765703,0.157428338982604,0.842425843791675,0.113001895410554
"Q499N5",0.340632561491719,0.20265063883624,0.121292398689587,-0.255365605061696,0.220613514092731,0.491197276125284,0.968338925911827,0.0594630385351165
"Q4FZT0",0.00956890551120405,0.174706304497036,-0.146243171522966,0.0538692175279365,0.206830650217083,0.4905775543219,0.968338925911827,0.567205426839529
"Q4G069",0.198115465792201,-0.104282409065254,0.0504463417396027,-0.0388769123726885,0.183615758225656,0.264760421889415,0.968338925911827,0.212118899959796
"Q4QQT4",-0.0449952839749735,-0.113907590600521,0.0823500902094894,-0.118506870371683,0.138130196264065,0.521337277398492,0.968338925911827,0.442474033957414
"Q4QQV3",-0.181248002489512,-0.0773558257628771,-0.172224587441265,0.258404075007154,0.211225627026014,0.52253157411819,0.997515780258928,0.091704932701426
"Q4V8C3",0.115654532202794,0.001570435377948,0.0670114039106245,0.48454905869963,0.184687091781991,0.522261727515809,0.97907999674198,0.161376690213273
"Q4V8F9",-0.210118831994612,0.344731489634156,-0.188236716437807,-0.0318924509850968,0.173122561053644,0.043133991257971,0.993447009228767,0.28237719415137
"Q4V8H8",-0.0204803105242673,0.0102342892458997,0.127234564770285,0.0552547428589489,0.224452465001344,0.612203417395923,0.968338925911827,0.511018595736754
"Q505J9",0.142836370835165,0.0559774406415615,-0.386930412485479,0.454707845901633,0.426455648576346,0.603797425254227,0.968338925911827,0.415828050912075
"Q561S0",-0.0108957228239191,0.16792018546784,0.0964674160517709,-0.14026346780559,0.188283484929313,0.412717579817069,0.975230280804772,0.385793491039487
"Q5BJQ0",0.360628059997739,-0.349088588705847,0.192156081190528,-0.20985997214223,0.218013822664443,0.0422538995062641,0.968338925911827,0.0606027855549849
"Q5BK63",0.0214863493799951,0.180846126430941,0.173941055228337,-0.0684243555062853,0.229017783099569,0.473814596446319,0.968338925911827,0.494664993103968
"Q5BK81",0.00308541653929196,0.110532754707251,-0.0908364333332258,0.0813675760967831,0.273409356188709,0.558260280513058,0.97907999674198,0.528716241092433
"Q5I0C3",-0.0472779160210677,-0.0534095989287197,-0.0035140055659064,0.144164919701289,0.210785451865052,0.638824011497466,0.97907999674198,0.315903428740452
"Q5I0G4",-0.103440977264691,0.286838096673785,-0.167953719281383,-0.0535770256661421,0.213567380715788,0.331761455946434,0.97907999674198,0.561698478651893
"Q5I0K3",0.310213022356534,0.263381155152121,-0.08825522288321,-0.000629038843546,0.349568057436759,0.612203417395923,0.968338925911827,0.320032519789103
"Q5M7W5",-0.0104664418156679,0.156070763213406,-0.088995573563764,-0.0473044072261536,0.150654090612347,0.378569002593472,0.975230280804772,0.5419434858445
"Q5M9I5",-0.202824645450403,-0.648967793998994,0.346614640468865,0.571034235770061,0.35266589546025,0.344123089059455,0.887091995485099,0.0820774368115437
"Q5PPN7",-0.143997715598111,0.0949631308435487,-0.0397728637012219,0.199215618933147,0.145178830949094,0.340834682335586,0.975230280804772,0.124876887596582
"Q5RKI0",-0.0878880850910979,0.0208442490696879,-0.0349531850870198,-0.00966658901721767,0.228039994804721,0.528900481504943,0.97907999674198,0.508464532714951
"Q5RKI1",0.138700493907937,-0.0607259874920132,-0.229040691307075,0.0742122803019914,0.236075095962786,0.43800132870855,0.887091995485099,0.532477567730169
"Q5SGE0",0.0391408925041843,0.0774230575639355,-0.0828643737058356,-0.104127259223366,0.160076242487624,0.600969103194095,0.968338925911827,0.319181219832578
"Q5U216",0.145849752488821,-0.0776923037331824,0.102453930099555,-0.16521800425734,0.164610685716817,0.383423975808567,0.97907999674198,0.173066798889943
"Q5U2X7",0.11830460630672,-0.105106945736436,-0.305885439929251,0.274435457382554,0.238418180014664,0.412717579817069,0.842425843791675,0.394149583315423
"Q5U300",0.0405289437076637,0.0273886396916067,-0.0957935379840879,0.36529241882486,0.414734411972927,0.638824011497466,0.97907999674198,0.349591651667807
"Q5XFX0",0.061616170285511,-0.049416064858153,0.118682191089537,-0.168145627485905,0.25067927683624,0.569052208791085,0.981919500438955,0.368954984412186
"Q5XHZ0",-0.0858953023055647,-0.0227721966595307,-0.2277011932099,0.208351848871819,0.223152914463376,0.590198109636176,0.968338925911827,0.207730759966659
"Q5XI32",0.109739093462396,0.141758949678626,-0.00225943822749487,-0.120586084470553,0.121969210677222,0.594648495484618,0.968338925911827,0.113001895410554
"Q5XI73",0.00591853253318074,0.00500668145048043,-0.210632558460443,-0.0632486071632677,0.222541384715667,0.641257100634873,0.968338925911827,0.520124467959078
"Q5XI78",-0.124376078272156,0.0893836744984411,-0.00530059058002343,0.0181180472675255,0.166812847466195,0.340834682335586,0.968338925911827,0.330996405002072
"Q5XIB3",-0.151589969351557,0.208298938580648,-0.0471088791240698,-0.0244268569882728,0.163150770623901,0.127558601970768,0.968338925911827,0.349770993129976
"Q5XIC0",-0.337891528434376,0.205070920406936,-0.297522103294924,0.265274774004693,0.190808968581751,0.0594517464540517,0.97907999674198,0.0356936148980465
"Q5XIE6",0.0695644295177309,0.163780990442764,-0.0781731204676821,0.128682780212545,0.178084030096697,0.515756925576719,0.968338925911827,0.512408420336737
"Q5XIF3",0.0380241214636638,0.117429453030357,0.0556078815991875,0.0422270195875991,0.140807624089536,0.50295611709241,0.993447009228767,0.607766865378418
"Q5XIF6",-0.0363444312224866,0.03600835755314,-0.0653630354557435,0.17727473331706,0.17018974523159,0.543824824173679,0.981946303808589,0.219528278184502
"Q5XIG4",-0.145841337164661,0.0494811566681553,-0.480621898576482,0.471021542554163,0.36892275220521,0.515756925576719,0.968338925911827,0.135916158934494
"Q5XIH7",-0.415795552998992,0.171108476443754,-0.242590919314202,0.422747505910419,0.229020318559301,0.0903593981135288,0.968338925911827,0.0222848770547006
"Q5XIJ4",0.000753843427696493,0.107248590276805,-0.0710932147899297,-0.0159934528726305,0.202017470382798,0.543824824173679,0.97907999674198,0.601566156440382
"Q5XIM5",-0.418908280037772,-0.0298801607488847,-0.0422060652099672,0.961582623387441,0.625871900743141,0.521337277398492,0.977167816460095,0.134372814571844
"Q5XIM9",0.130468804936755,-0.0519406414481868,-0.0218068481636219,-0.166068200667826,0.151926460455257,0.412717579817069,0.968338925911827,0.166807927606172
"Q5XIN6",-0.182429503195801,0.345842186564719,-0.104159546088022,0.342014990285158,0.295703804702739,0.222417635596123,0.97907999674198,0.124876887596582
"Q5XIT9",-0.0960998917862396,-0.104656189249033,-0.166346911476916,0.158054459501329,0.275818194592372,0.638824011497466,0.97907999674198,0.31235232038126
"Q60587",-0.346515509862298,0.465308775459142,-0.153380491095991,0.713909646798599,0.266713639919601,0.0482738905511965,0.968338925911827,0.0151465910472612
"Q62651",-0.269556207799577,0.313119800995702,-0.0910963073877087,0.253815417132878,0.158653886393962,0.0270684870806848,0.968338925911827,0.0312732927779803
"Q62736",-0.0158313672834025,-0.173415253832204,0.309763009674694,-0.179765874944017,0.366425015873643,0.569052208791085,0.968338925911827,0.503928523787069
"Q62812",0.00318481321839868,-0.0384296437589572,0.093972045080992,0.300371791359648,0.481024935349011,0.613791529040404,0.980134370544289,0.401182651306711
"Q62871",0.151981357175739,-0.0309162928942275,-0.172357034719616,0.10031779119285,0.246522880774814,0.495563673980068,0.968338925911827,0.568471343382398
"Q62920",0.0726961180468557,0.159945230750869,0.106647467775581,0.204283536278416,0.280659796724941,0.584084163814706,0.993447009228767,0.469882840047095
"Q62930",-0.013592396192803,-0.379480033510458,0.433296884521508,-0.069851462637723,0.323627732177081,0.419536848353933,0.968338925911827,0.573590899506914
"Q63041",0.112802920075589,-0.278639349871859,0.646127211380808,-0.338979392191025,0.292955732321833,0.331761455946434,0.842425843791675,0.161376690213273
"Q63065",-0.0360002491100327,-0.0222935924266622,0.0593443091669075,-0.168364826172967,0.185577051199726,0.619159703800219,0.975230280804772,0.375995277222097
"Q63081",0.123125310967094,-0.0131562122997881,0.184057366025962,-0.278351784639299,0.16205137519855,0.481449433244476,0.97907999674198,0.113001895410554
"Q63159",-0.00855327193853883,-0.196292747817238,0.197916695742252,0.058461897130852,0.191482836175031,0.412717579817069,0.968338925911827,0.506068790607951
"Q63258",-0.0034336637211235,0.139121283467612,-0.0778572050182971,-0.0626279367230777,0.17484404427413,0.487539830717105,0.97907999674198,0.532477567730169
"Q63270",0.0744187076158098,0.191558041307601,-0.110375388310672,-0.0331361818533295,0.16563612198573,0.50295611709241,0.968338925911827,0.446509059191619
"Q63355",0.117295700966422,-0.0443560220376224,-0.0849350792493238,-0.00531340099451647,0.197363377923598,0.43913100398949,0.968338925911827,0.40008153816201
"Q63362",0.293584291831827,0.324045244042461,0.0370184681151048,-0.234262148503047,0.257315516970043,0.612203417395923,0.968338925911827,0.0942188650870951
"Q63377",0.0775688206983282,0.0787897171862561,0.0029422345794692,-0.156361280529065,0.168431271002521,0.641257100634873,0.97907999674198,0.262275169186936
"Q63416",-0.0996309886259674,-0.329866969951462,0.337541584695694,0.00650756973140327,0.296811033767284,0.449927090606933,0.900387129373521,0.504362581469779
"Q63569",0.0707611946447987,-0.196755911906176,-0.0177286552282537,-0.0581808006057236,0.213732984928854,0.412335746873138,0.97907999674198,0.463756656261749
"Q63617",0.0770818343056765,0.211383113970532,0.0863816289976761,-0.235648168570332,0.187126120774096,0.501484947312754,0.997515780258928,0.210090754328962
"Q63638",0.106693901430575,0.0623189952944611,0.0294058297536164,0.123319784106551,0.336130453790791,0.612203417395923,0.97907999674198,0.607766865378418
"Q63704",-0.235108874088594,-0.0161635190397274,0.0525216544566105,0.130161361992178,0.233599334145378,0.412717579817069,0.968338925911827,0.157678050009307
"Q63716",-0.059435661829092,0.157410252383403,-0.0130627724258983,0.0728770041985945,0.2017246732661,0.383423975808567,0.97907999674198,0.394149583315423
"Q63797",0.0940916663155482,-0.0701875546031679,0.198178712589835,-0.251530089316771,0.136477062159689,0.350921970913199,0.968338925911827,0.0673507478135089
"Q63798",0.061892790970483,0.0211240937047823,0.103280199562991,-0.180054418182347,0.197505102362743,0.603797425254227,0.981946303808589,0.297040687654552
"Q63799",0.182358429429015,-0.021064719706813,-0.012296565490745,-0.148997144231459,0.207648574633345,0.448285361398284,0.968338925911827,0.219528278184502
"Q63862",0.221034537841132,-0.339826994679483,0.50154438546362,-0.415533009834976,0.627878694333983,0.470670482766689,0.97907999674198,0.348111341306586
"Q64057",0.0914092905165233,0.00412061223673976,-0.0307240203347426,-0.208234710495073,0.169727984704175,0.519359042442705,0.968338925911827,0.125480780823589
"Q64119",-0.247334999456724,-0.296230085164683,0.648334227090295,-0.116917264916818,0.510882788627426,0.618174246672675,0.968338925911827,0.560247166197079
"Q641Y2",-0.218031781730316,0.154550227093136,0.0686608898695319,-0.299587487853492,0.264408280204347,0.331761455946434,0.968338925911827,0.520124467959078
"Q641Z4",0.0303223413505664,0.131026022130424,-0.0600040169163309,-0.10134434656466,0.156010919304924,0.518028869424748,0.977167816460095,0.38930155513072
"Q641Z6",-0.0725334959566838,0.0387408624874281,-0.0216815648652832,0.128525406799278,0.222908151118637,0.521337277398492,0.97907999674198,0.317225173988035
"Q642A4",-0.112413320054682,0.166828529286864,-0.0325635155982988,-0.00552262192913355,0.159357249140886,0.331761455946434,0.977167816460095,0.440881524302691
"Q64428",-0.431703750422139,0.403422390142333,-0.247086791972,0.753416414362711,0.294207980210423,0.0594517464540517,0.968338925911827,0.0150283610578106
"Q64536",-0.247343030524301,0.142750526777613,-0.0444597833357276,-0.0445751720929827,0.292873207680139,0.331761455946434,0.968338925911827,0.385264292082402
"Q64560",0.213443971167799,-0.160015011803975,0.10025230516511,-0.152726125665147,0.147552973575315,0.18549421563207,0.968338925911827,0.113001895410554
"Q64591",-0.325329658446764,0.190892265528787,-0.376989177077604,0.536906668900576,0.198851425664981,0.0903410392056835,0.97907999674198,0.0118320028032185
"Q66H98",0.171757207216831,-0.14448157951233,-0.0551828100468332,-0.36478977892109,0.263168672854951,0.350921970913199,0.968338925911827,0.095396753785954
"Q66HD0",0.114869653296505,-0.0386575195925265,0.142698214686289,-0.274501461880573,0.165888973454448,0.412717579817069,0.981946303808589,0.0753230075868248
"Q66HF1",-0.0311179296314646,0.167832299619358,0.081915574202924,-0.0625299117458221,0.210153155879388,0.412717579817069,0.975230280804772,0.571462185649499
"Q66HG9",0.0593960217769498,-0.0156857506317772,-0.00912120097218783,0.0918124975980339,0.158751806366611,0.529813850717811,0.977167816460095,0.560247166197079
"Q68FP1",0.140440699102916,-0.300811665093072,0.304947446768455,-0.182836267143853,0.249190577009202,0.22361241769544,0.968338925911827,0.211136092247799
"Q68FQ0",0.369504643384294,-0.0236065351295119,-0.186845149295409,-0.149340939729799,0.324259050106505,0.349827722510423,0.846837930893662,0.151053722692599
"Q68FR6",-0.269105563910301,0.138458813748338,-0.1482364992067,0.28307850545962,0.318026389548381,0.340834682335586,0.97907999674198,0.130093423399953
"Q68FR9",0.169549759545857,0.149824712225892,-0.0827591009122421,-0.176731454613139,0.150688979853516,0.613544539774872,0.968338925911827,0.127153753117088
"Q68FS4",-0.034707911161867,-0.0400788307632783,-0.137071554011159,0.171688164373972,0.223691474655934,0.639265301156874,0.977167816460095,0.31235232038126
"Q68FT1",0.287156526963514,-0.290022315148911,0.145210285132951,-0.173353321522212,0.170997292462634,0.0392576199352104,0.968338925911827,0.0594630385351165
"Q68FU3",-0.202016078961507,0.134791751320921,-0.114996610896658,0.341203210194185,0.241887101169362,0.331761455946434,0.97907999674198,0.0775841283348681
"Q68FX0",0.0391951122048788,0.0230452541485628,-0.0910770867431924,0.010532283988166,0.14932607285478,0.613544539774872,0.968338925911827,0.561400697054695
"Q68FY0",-0.224114491606043,0.0521338839961874,-0.0696035991356588,0.300980807499583,0.235178793921808,0.359460179937206,0.968338925911827,0.0789143076986505
"Q6AXS5",-0.00251099250847499,0.0530409518490617,0.0354909473881734,-0.0788676956791419,0.163846279665841,0.590835416241188,0.980134370544289,0.4985283867496
"Q6AXV4",-0.281187329047307,0.16463209271241,-0.120663018368079,0.163174646577718,0.189907407879365,0.118912385060577,0.968338925911827,0.0753230075868248
"Q6AY30",0.034580237832503,0.0650237124175485,-0.0820934050691543,0.0642651735226053,0.232717187692119,0.612203417395923,0.977167816460095,0.580354685283996
"Q6AYH5",0.435090412529941,0.07966432914665,0.0137428028333079,-0.288343711758663,0.187479675947294,0.317311845820286,0.846837930893662,0.0549747028752738
"Q6NYB7",0.022995209633579,-0.134595310048139,0.223065909510073,-0.183851648842761,0.210514898776073,0.494415885571638,0.968338925911827,0.349591651667807
"Q6P0K8",-0.317129132500037,-0.0661287951609941,-0.239488640924527,-0.00310422397070291,0.333929696520373,0.45512920319878,0.97907999674198,0.306898462206044
"Q6P502",-0.0700765185319331,0.0597100029481447,-0.164361395914747,-0.031494216517921,0.210052398819809,0.491197276125284,0.977167816460095,0.562751598896444
"Q6P6R2",-0.365763952328298,-0.135770266434236,-0.461635630510118,0.098469760341379,0.405001840007102,0.50295611709241,0.97907999674198,0.248115188974649
"Q6P6V0",-0.0505820466260013,0.180216856641933,-0.0929048711504852,0.010477216017028,0.132495087702187,0.231708749531868,0.97907999674198,0.472604805145955
"Q6P747",0.634606264717164,0.111750742018765,0.0960195805230062,-0.461090552990285,0.309896340718911,0.245749614834219,0.846837930893662,0.0222848770547006
"Q6P9T8",0.00173181706910457,-0.0411023853624174,-0.125211056108481,0.212005942254142,0.244193104932423,0.603797425254227,0.975230280804772,0.330292224948455
"Q6PDU7",-0.0581594750957125,-0.128697405042339,-0.31436986790813,0.570353209666929,0.332158855369766,0.602766008849496,0.968338925911827,0.113001895410554
"Q6RUV5",0.400137663642073,0.125924567121237,0.127799071647657,-0.32707489323681,0.179682855722532,0.351028861272283,0.968338925911827,0.0502526909037085
"Q6UPE1",-0.216234805115397,0.118451898713843,-0.240616967851223,0.199656086623219,0.141828879579331,0.118806516910103,0.981946303808589,0.0470874248717287
"Q704S8",-0.475682040811884,0.34639045660628,-0.209765136357651,0.220871624289395,0.166955307921411,0.00972051994464069,0.887091995485099,0.0126076393149445
"Q71LX6",0.332975903929513,-0.0873071328520974,-0.211734066810254,0.009768712885005,0.186808328223892,0.238074199121718,0.842425843791675,0.203400429871062
"Q75Q39",0.0436373382165564,-0.0333641812713753,-0.392784166680465,0.0234818483039791,0.261841212304676,0.58654143448667,0.874264914370484,0.597541386895543
"Q78P75",0.380575685238502,0.145116699413702,0.153867658927672,-0.326771324483927,0.286274239651831,0.486514864280273,0.968338925911827,0.113001895410554
"Q7M0E3",-0.0666230392685465,-0.314125356522315,0.135168084911518,0.199023904322208,0.225284682731747,0.42714919153704,0.968338925911827,0.308614474280726
"Q7TPB1",0.0170408174722321,-0.0347453656420657,-0.138202497541189,-0.050217047968878,0.167906411986083,0.584084163814706,0.968338925911827,0.492519434612227
"Q7TQ16",-0.0962107804649237,0.0635068776909806,-0.215195022655251,0.370115482374059,0.260416459450426,0.491197276125284,0.977167816460095,0.124876887596582
"Q80W89",-0.292047213943498,0.199325213498273,0.246558514654416,0.0317467147357192,0.406256944689454,0.349827722510423,0.968338925911827,0.348469925767852
"Q811A2",-0.315769654938086,0.118908617231235,0.0693387076994842,0.470715390817347,0.430170241972116,0.442373734730627,0.968338925911827,0.185028182633702
"Q8CFN2",0.340977252274724,0.12325022919858,-0.0723590321107458,-0.0893355861025893,0.184340532180781,0.358971798163891,0.842425843791675,0.0753230075868248
"Q8CG45",0.197072099858119,-0.0375762360117057,-0.0383892804406973,0.00813406914557485,0.148956428966262,0.348490178173767,0.968338925911827,0.288615478058977
"Q8K4G6",0.154278322805625,-0.140098465580634,0.115259357478665,-0.0637222957836691,0.155415036748949,0.187421345522912,0.97907999674198,0.190438676673876
"Q8VBU2",0.100470543885838,-0.0140682077824328,-0.0235816876507682,0.0431096056574985,0.142158512935406,0.442373734730627,0.968338925911827,0.492519434612227
"Q8VHF5",0.0972709556122391,0.341968312707796,0.0169812645822434,0.408555474559886,0.31900862088577,0.452273586923539,0.97907999674198,0.295665208234377
"Q8VID1",-0.150261668894647,-0.0191555600474947,0.0732043649377452,0.236434260089858,0.209701747481532,0.491197276125284,0.968338925911827,0.117955083062742
"Q8VIF7",0.125205975829514,-0.135056102639293,0.16854025114902,-0.523429012272433,0.293374253349723,0.421606286760757,0.986903499063367,0.0800106868983976
"Q920F5",-0.319074048190738,0.283829811206024,-0.0310686947736398,0.534698509753722,0.374006055645506,0.273529248393806,0.968338925911827,0.0775841283348681
"Q920L2",0.12212451793165,-0.157319299735536,0.044672265856673,0.065249682801562,0.12728767856756,0.127558601970768,0.968338925911827,0.479605900604255
"Q924S5",0.149768705244611,0.0104085034184872,-0.285457777009236,-0.0410272418727456,0.173931324957074,0.442373734730627,0.842425843791675,0.262275169186936
"Q925F0",0.154232204629132,-0.0879504427357323,-0.0762658904711671,0.13466129175306,0.180554684782717,0.331761455946434,0.968338925911827,0.58685104307834
"Q99J82",0.124677075788141,0.0824171467998015,0.000166998932025847,-0.0461008192402604,0.150109226852982,0.602389740751263,0.968338925911827,0.317225173988035
"Q99NA5",-0.060720974019285,0.090391722985252,-0.120656349426892,0.112716891161602,0.171111697791995,0.421606286760757,0.97907999674198,0.288161205164568
"Q99PS8",0.421663541100676,-0.601727218787666,0.370313892604689,-0.222646735497657,0.314502082304869,0.0422538995062641,0.981946303808589,0.0942188650870951
"Q9EP80",-0.425568001235611,0.0731839172802708,0.187943164920912,0.164440919034431,0.330624669569179,0.312416601413436,0.842425843791675,0.124876887596582
"Q9EPX0",0.148188262078481,0.197696266697978,-0.145330414865164,-0.227512674786346,0.167277624747463,0.58654143448667,0.842425843791675,0.0775841283348681
"Q9EQP5",0.431544927772502,-0.464753450866397,0.814617596545492,-0.631588876813525,0.467816028367266,0.317311845820286,0.968338925911827,0.130093423399953
"Q9EQS0",0.113087819629409,0.0445552390587284,0.0073984140998069,-0.160332806207658,0.196457440175187,0.590319728589631,0.977167816460095,0.262275169186936
"Q9EQX9",-0.0213676054131019,-0.0199187370084692,-0.0154369038434203,0.00603970421099233,0.134277066301788,0.641257100634873,0.997515780258928,0.560247166197079
"Q9ER30",0.175864542502578,0.175680719455317,-0.1186368585086,-0.295678228033453,0.189251282694166,0.641257100634873,0.968338925911827,0.113001895410554
"Q9ER34",-0.131471986378016,0.102131785592668,-0.114477410052117,0.319750132804584,0.240870112441865,0.412717579817069,0.997515780258928,0.113001895410554
"Q9JJW3",-0.179665608152335,-0.0941469767094032,-0.191806365838895,0.345468038356449,0.34856140893412,0.599112627594555,0.997515780258928,0.166807927606172
"Q9JK11",0.255099318130043,-0.08048885575771,-0.186361111559966,0.0859049123918893,0.329028669227153,0.402437834831472,0.968338925911827,0.449779318809591
"Q9JLJ3",0.0365782238494999,0.0760386949038046,-0.0283372264929829,0.00807357917977784,0.134188461826302,0.58654143448667,0.977167816460095,0.559302692974939
"Q9JLZ1",0.0479261602691578,0.0259027594009113,-0.0846242756603362,0.0319835222287955,0.191169735723902,0.613791529040404,0.975230280804772,0.601566156440382
"Q9JM53",-0.161700544446256,-0.111689443679924,0.0299501834083084,0.33657030537706,0.241846365067654,0.602766008849496,0.968338925911827,0.0935829969155216
"Q9NQR8",-0.0571128271970017,0.220359846179864,-0.380139727446807,0.100228592412849,0.147228449261717,0.317311845820286,0.864016077514044,0.330996405002072
"Q9QWN8",0.0976316613095483,0.0753545488546268,0.097914543259296,-0.294340926746761,0.207689778389259,0.613544539774872,0.998698343043216,0.113001895410554
"Q9QX79",0.829275450938882,-0.875725673841602,0.569540022223746,-0.530314851900057,0.379051816675541,0.0148728551653299,0.968338925911827,0.0222848770547006
"Q9QY17",0.0839151855853442,0.124126439825986,-0.135429282562076,-0.134655785572801,0.161068546314296,0.602766008849496,0.968338925911827,0.267597902435204
"Q9QZ76",-0.16441909921057,-0.334807687553423,-0.55036586882066,0.215202652096219,0.511602939054616,0.574599841953287,0.968338925911827,0.364801684305716
"Q9R063",-0.0826395868810191,0.0135522309554892,-0.0656403187204826,0.169890571093946,0.178480053207854,0.514661092269763,0.997515780258928,0.186672237640379
"Q9R1Z0",0.0905832074586792,-0.0027008756269622,-0.0671982794017449,0.0947652514439843,0.140395619636608,0.484502529561874,0.968338925911827,0.607766865378418
"Q9WTT6",0.316414714705017,-0.373472301692985,0.346249257316134,-0.203891497448109,0.454524748332507,0.353249941830913,0.997515780258928,0.315903428740452
"Q9WTT7",-0.153321925853395,0.103056951059911,0.113252584926828,-0.0492057702656754,0.279372869481609,0.413964680032109,0.968338925911827,0.498855874735052
"Q9WU82",0.153688708943581,0.108387591729454,-0.0943654839361849,-0.155361440210735,0.189357317853311,0.602766008849496,0.968338925911827,0.213217404600875
"Q9WUH4",-0.0967280157073127,0.127424460104433,-0.264981882534897,-0.130682298520019,0.239658371840445,0.412717579817069,0.968338925911827,0.573590899506914
"Q9WUS0",0.175338083825556,-0.0875876720727325,0.061270420539585,-0.186594297673387,0.174523148219518,0.312416601413436,0.968338925911827,0.091704932701426
"Q9WVK7",-0.0518691958973162,0.00871498449626742,-0.176014130061302,0.237814931540469,0.172812937574608,0.569052208791085,0.968338925911827,0.135888041653732
"Q9Z0J5",-0.0818874717406145,0.00376696052191473,-0.0761979282371975,0.160493909536444,0.140716669250344,0.491824907993802,0.997515780258928,0.132173648979343
