"","Mean of log A","Mean of log B","Mean of log C","Mean of log D","Sds","qvalue BvsA","qvalue CvsA","qvalue DvsA"
"P20280",0.0947202202456556,-0.032897330463596,0.0482963748423029,-0.0799184725946376,0.159821230016949,0.4905775543219,0.97907999674198,0.326950834159947
"P20759",0.101147643140758,-0.522659300369462,1.06999248353912,-0.776831102378221,0.395300384903777,0.348490178173767,0.842425843791675,0.133190123486125
"P20760",-0.252719348671858,0.00917434116927367,0.474544888220331,-0.520945533294435,0.402850608806799,0.487539830717105,0.842425843791675,0.390715969698167
"P20761",0.351049112081868,-0.112189798852728,0.0896426101463485,-0.269883222872762,0.395478155853711,0.412717579817069,0.975230280804772,0.224954706493813
"P20767",-0.302676328350981,-0.244726525695835,1.08096947154055,-0.557247289699767,0.330856699109194,0.612126198152605,0.842425843791675,0.401289495694949
"P20788",-0.143940806293258,0.00437468075930723,-0.13490738492637,0.0854062704326003,0.13915893137584,0.384136185108608,0.997515780258928,0.141319100374065
"P21396",-0.432707719302388,0.492490918246559,-0.51988238583189,0.593911299403538,0.434544689383057,0.134178012651854,0.97907999674198,0.0753230075868248
"P21533",-0.025115627641155,0.189751845565351,0.08309168017299,0.0619811865159959,0.231991758516682,0.412717579817069,0.977167816460095,0.4985283867496
"P21670",0.04601237719887,-0.0324036890883276,-0.00667006296897323,0.0483431320241338,0.209231687951813,0.563728065626445,0.97907999674198,0.612430500912734
"P21807",0.358477711396114,-0.557510222419626,0.107670638784385,-0.0323840217208671,0.376332592283616,0.20101048944136,0.975230280804772,0.339970773500316
"P21913",0.104973235736739,0.000601768400491335,0.0909524044901231,-0.0546758934935349,0.15803013481608,0.486034358392322,0.997515780258928,0.288161205164568
"P22062",0.28326589884955,0.00367864811015314,-0.0884421853825021,0.170922740964837,0.187755715310294,0.317311845820286,0.842425843791675,0.409159780909241
"P23514",-0.07855938073529,-0.0405988668198543,0.0090627729369399,0.15672497333364,0.356595805604123,0.613791529040404,0.97907999674198,0.443292774864752
"P23562",0.245509354479846,-0.629024227353695,0.476842893845161,-0.176300050535785,0.428914043155787,0.156449788846676,0.975230280804772,0.293545236556807
"P23693",0.0185185973838917,-0.0215147670060624,-0.111900607132577,0.334700033388536,0.353303411674181,0.613073822582247,0.97907999674198,0.319181219832578
"P23764",0.671478489606135,-0.434552186763678,0.348911157447349,-0.262156500014363,0.480991552183412,0.126723498921271,0.968338925911827,0.109101537096025
"P23928",-0.341939222776495,-0.0499624550569423,-0.408880969153761,0.320046869971445,0.461628195340856,0.491197276125284,0.98783613199959,0.181272510983237
"P23965",-0.371535984614108,0.050350636626635,-0.217282001837407,0.245958115592225,0.182657473515147,0.126527927151301,0.968338925911827,0.0280413844929474
"P24049",-0.171008404362073,0.0757504340778494,0.0100219969933149,0.0730839611304908,0.246274018219667,0.411262493195865,0.968338925911827,0.291509093344774
"P24090",0.318074888961627,-0.279884410809649,0.267439614612166,-0.425071967455676,0.329054375401695,0.213264152740355,0.986903499063367,0.0775841283348681
"P24268",-0.187334081650536,0.0623936110844113,-0.0603293971794497,0.0961417969206417,0.217000451202555,0.359728951142889,0.972942670624133,0.210090754328962
"P24329",0.0725133022805312,0.0127623523386014,-0.0256193461081734,-0.00980839050609066,0.206859837854624,0.587186960655141,0.977167816460095,0.493142789765351
"P24368",-0.132834366748243,0.0255599520224544,-0.0113161967383081,-0.0165579833044543,0.230905539608423,0.475681779068263,0.975230280804772,0.454521824553887
"P24473",0.0501493154856203,0.076034243659452,-0.160158581308552,0.152832098276057,0.157933683658303,0.603797425254227,0.968338925911827,0.394149583315423
"P25113",-0.018109189144421,0.0617993924118337,-0.199351540343727,0.171572040539499,0.292378081343724,0.590835416241188,0.968338925911827,0.394149583315423
"P25886",0.0699509458771958,0.0587859691686995,-0.110183581073044,0.0145250443408733,0.169159129740925,0.623014628066865,0.968338925911827,0.514129814060495
"P26284",-0.0760036868243887,0.272295913720653,-0.106836586326372,-0.0111542664015214,0.154856274569377,0.127370962515421,0.97907999674198,0.488760480087604
"P26453",-0.230239856908045,0.233795285994165,-0.125997593500662,-0.0596222744241582,0.155152995401421,0.0513752216911334,0.968338925911827,0.262275169186936
"P26644",-0.0566032145126095,-0.019661589051093,0.354999480242671,-0.306998867412133,0.254560323684367,0.612203417395923,0.968338925911827,0.349591651667807
"P26772",-0.227331200379143,0.0382325912614783,-0.31421634555016,0.446858654679928,0.287286073144273,0.412717579817069,0.97907999674198,0.0753230075868248
"P27139",0.200655171666735,-0.521761929443047,0.567142949403504,-0.178791200969721,0.33579962507211,0.134178012651854,0.968338925911827,0.251185833383771
"P27321",0.063035780048684,-0.0506576159013164,0.150772882750497,-0.149553664364953,0.175883080775971,0.518028869424748,0.977167816460095,0.300257022362952
"P27605",-0.0749155529193888,0.161333264150133,-0.0245760153568304,0.0538758655162687,0.205298904209685,0.359728951142889,0.97907999674198,0.40008153816201
"P27791",0.39380578777217,-0.056205125406244,-0.0876632477321992,-0.410128308466991,0.274049120640851,0.264760421889415,0.842425843791675,0.0470874248717287
"P27952",0.152095519349709,0.0710490547600229,-0.164621211384702,0.0323862587605633,0.186598915042583,0.543824824173679,0.859284962074365,0.395581605340025
"P28023",0.506157675475424,-0.479222586628775,-0.142617098489233,-0.140370229456891,0.410300346068514,0.112896446851391,0.887091995485099,0.156310834967078
"P28042",-0.024527090733666,0.108764841860682,-0.101233762821268,0.0435153305974701,0.212777398992941,0.521337277398492,0.97907999674198,0.53787211300903
"P29117",-0.089081059885177,0.0386697150361627,-0.319569512859804,0.29317005229395,0.196709524771772,0.487539830717105,0.968338925911827,0.109101537096025
"P29147",0.123157325824482,-0.181355920183639,-0.0756431185750264,0.0831839863858009,0.209991967827449,0.359728951142889,0.968338925911827,0.571462185649499
"P29266",-0.00899445538181413,-0.00347117673493463,-0.0900527420050234,-0.171521511038352,0.208172919406452,0.638824011497466,0.978399290082421,0.349770993129976
"P29314",-0.251136809573815,0.0752009052076133,0.0190972163499422,0.153666849800315,0.34052756092327,0.412717579817069,0.968338925911827,0.236731870674873
"P29410",0.0793676058486303,-0.199105877633957,-0.0538247195242978,0.266434438931612,0.210625799523246,0.334143080504392,0.968338925911827,0.320032519789103
"P29418",-0.0825961841843237,-0.104548211041791,-0.387724889648307,0.491628981552449,0.247228055719386,0.613791529040404,0.968338925911827,0.0754091523847813
"P29419",-0.229478393373,0.0224510223825757,-0.328895714621205,0.224929713452376,0.240810841999374,0.392643955090295,0.977167816460095,0.113001895410554
"P29457",0.112930648481026,-0.015003001621962,0.217744797336453,-0.277635273856694,0.225840494415846,0.538332093204218,0.97907999674198,0.203400429871062
"P29975",0.226605302221426,0.0576921704114768,-0.016917515502755,-0.262514440286797,0.143371235728968,0.412717579817069,0.968338925911827,0.0695444426209569
"P30009",0.741264247141669,-0.248402098159337,0.0764701013530882,-0.628390750608297,0.249990228942781,0.0594517464540517,0.842425843791675,0.0222848770547006
"P30427",0.056676681382506,0.0301942328160903,0.0557239825045026,0.094726303301552,0.215643516666936,0.612203417395923,0.997515780258928,0.565881872256686
"P31000",-0.030332037965354,-0.164173253990289,0.15307553817584,-0.13620351684351,0.364481197187622,0.564165686504693,0.977167816460095,0.528518002314905
"P31044",0.13367432730102,-0.0179441776410433,-0.00709309668551822,0.202253942405998,0.216015497151425,0.471140429360074,0.968338925911827,0.519654243122706
"P31211",-0.143473760719163,-0.0598331947143005,0.229044705001877,-0.0595423600096515,0.406061288270603,0.603797425254227,0.968338925911827,0.568848086158658
"P31232",0.0398082786403701,-0.180987467558098,0.539924532122806,-0.37389627134102,0.788230203696993,0.602389740751263,0.975237959239784,0.488364212532535
"P31399",0.00794839559809437,0.114913301405035,-0.0978694980309239,0.475777029193648,0.24203609082038,0.543396208596686,0.977167816460095,0.110128120200226
"P32551",-0.115867942072506,0.0687816331638467,-0.123718190704706,0.103141678986619,0.158580104000686,0.359728951142889,0.997515780258928,0.197079887131358
"P34058",-0.0762374288665571,0.0429551444408863,-0.0713610385626511,0.0801587534569047,0.216905340948872,0.509542844535003,0.997515780258928,0.374321966083608
"P34064",-0.0095190837220005,-0.0566358011471795,0.137222777713826,-0.0667949851093855,0.170670860924988,0.602679782582658,0.968338925911827,0.532816190391896
"P35171",-0.160363371296704,0.000915190846163794,-0.0413404485654563,0.0423545696193264,0.194355270989768,0.43913100398949,0.968338925911827,0.277036618282683
"P35281",0.292319854607226,0.0728892612632305,-0.0996582302008799,-0.252963346775725,0.195044685803273,0.420304091079989,0.887091995485099,0.091704932701426
"P35434",-0.553356051080407,-0.0972601605137029,-0.299033663761973,0.366783072131132,0.349189273634916,0.339839901754492,0.968338925911827,0.0594630385351165
"P35435",-0.200494649904439,0.137588402151722,-0.0601769755016323,0.356620389267134,0.21143185221841,0.275535094544705,0.968338925911827,0.0594630385351165
"P35565",-0.117502890860464,0.181966063794993,-0.082052555078105,0.304602084001345,0.317253986711597,0.412717579817069,0.997515780258928,0.207395060576297
"P35704",0.153327869000495,-0.297457245034306,0.223539048632255,-0.032755916432052,0.204947067894685,0.127558601970768,0.97907999674198,0.315903428740452
"P35738",0.223294504740886,-0.299752342435862,0.12717839792587,-0.388011507360904,0.240717839033233,0.131848015517467,0.977167816460095,0.0673507478135089
"P35745",0.0468476092432634,0.13748662444915,-0.247370945462573,0.0814852765901804,0.17975402993446,0.551790462182837,0.968338925911827,0.571462185649499
"P36201",-0.213354260804221,0.0302515615055032,-0.234298502168896,0.525020977847797,0.412737896995412,0.49721027501188,0.997515780258928,0.124876887596582
"P36953",-0.322027864003869,-0.00115052092343113,0.385525966778005,-0.110771572735566,0.298719877867959,0.383423975808567,0.842425843791675,0.377640827514618
"P36970",0.0110756685540702,0.0482769238624645,-0.0463215656525829,0.00859906997401905,0.155769281771528,0.602766008849496,0.97907999674198,0.612430500912734
"P36972",0.334464943791039,0.0596268136781806,-0.0512122348061714,-0.212546972417265,0.197382698635951,0.331761455946434,0.842425843791675,0.0549747028752738
"P38650",0.222797701274757,0.156913991429159,-0.25310483906905,0.207028199139573,0.312275015596187,0.602766008849496,0.887091995485099,0.607766865378418
"P38652",-0.326137084147959,0.260811805041355,-0.103857358713484,0.066722885776449,0.213886417062192,0.067174183630368,0.968338925911827,0.118698986162386
"P38718",-0.0607062321851278,-0.0740369210920079,0.146471786819812,-0.422691084373102,0.24803777038663,0.628511987624241,0.968338925911827,0.174632725003007
"P38983",-0.142941324637541,0.268292626280341,-0.0104795264492735,0.266717590250359,0.451214368782552,0.413964680032109,0.97907999674198,0.315903428740452
"P39069",0.126028287277709,0.00923801940622523,-0.0754472792836976,-0.018045274540572,0.165487325450888,0.470670482766689,0.968338925911827,0.326899218386615
"P40307",0.0619718743452001,-0.0401004435134229,0.0242549157768256,-0.150451152495186,0.170566474422734,0.528245847509764,0.981946303808589,0.293030523437916
"P40329",0.130455179905243,0.023373316988238,-0.240083228177989,0.0658029976531339,0.198413389589141,0.543824824173679,0.918839802578879,0.535818010998352
"P41123",-0.193991754438251,0.0733038026964329,0.0167952642132499,0.221759074732828,0.275840688653493,0.412717579817069,0.968338925911827,0.166807927606172
"P41350",0.0611622064026427,0.0328262622168669,0.00233823306432631,-0.088501885375817,0.157851981075504,0.603797425254227,0.97907999674198,0.3039856549365
"P41562",-0.16973942284662,0.392536287564219,-0.218937887176352,0.253509292316338,0.193377283878601,0.0592037168841056,0.97907999674198,0.0821821435383762
"P41565",-0.258382662611524,0.0775029544657637,-0.0551947894653129,0.206008124237548,0.251962549738215,0.331761455946434,0.968338925911827,0.117955083062742
"P42123",-0.106560832404236,-0.00478212007671665,-0.104987617584444,0.249080207949942,0.165950690452278,0.491197276125284,0.997515780258928,0.0889240901555299
"P42930",-0.126302413679409,0.169952616823515,0.0729236864726207,0.204501560823498,0.386254498778749,0.452273586923539,0.975230280804772,0.330996405002072
"P43278",-0.130333538521621,-0.105943464227664,0.0336697380512402,0.0816078021541754,0.254215877137694,0.613791529040404,0.968338925911827,0.337027626570189
"P45592",-0.215119587385731,-0.00199341038814526,-0.0647825726607718,0.19522794684079,0.319405152813687,0.483849024736962,0.977167816460095,0.212836513719622
"P45953",-0.18050887057151,0.166909713124354,-0.0731937583847317,0.0483599615467547,0.172450453267956,0.158024326052613,0.968338925911827,0.207504018480541
"P46462",-0.108930852807097,0.114110276844344,-0.119179794324991,0.0816261610717502,0.16479805336112,0.331761455946434,0.997515780258928,0.247057721853804
"P47727",0.12044629323986,0.0503561294544187,-0.0204884540634853,0.218179512248311,0.311954815895141,0.602389740751263,0.977167816460095,0.520124467959078
"P47853",0.054021592476611,-0.413552615606585,0.89839718211845,-0.581592196583504,0.614228645378368,0.491824907993802,0.968338925911827,0.340649078596185
"P47858",0.109764072192354,-0.206377862652814,0.0329136995127858,-0.152618447982062,0.167658563875515,0.188525606629081,0.977167816460095,0.157678050009307
"P47875",0.198327101721669,-0.197412933366352,0.184630544951763,-0.11573425295085,0.55311209677837,0.470670482766689,0.997515780258928,0.424083624711843
"P47942",-0.0178500555255632,-0.16963882458361,0.0874554752374076,0.0180276928175999,0.195945672589927,0.449927090606933,0.975230280804772,0.562751598896444
"P47967",-0.18570953339299,-0.616692193545194,0.648065099737558,-0.0377112140900957,0.37782735421601,0.359728951142889,0.842425843791675,0.494664993103968
"P48037",0.0845538427404256,-0.126464930349714,0.124377901065754,-0.354313528154401,0.180954152287559,0.359728951142889,0.97907999674198,0.0739385628578512
"P48500",-0.122812802009808,0.13027849862958,-0.0856888588210078,0.259878990186962,0.19593219937992,0.340834682335586,0.980134370544289,0.108089095022076
"P48675",-0.251787223749923,0.159046158087993,-0.15975334533689,0.453766452155499,0.331541178391586,0.348490178173767,0.97907999674198,0.0899633508391092
"P48679",0.111701163052396,-0.139258834383499,-0.0154977114705001,-0.133786784461368,0.207037214380893,0.349827722510423,0.968338925911827,0.237199572956664
"P48721",-0.375386601577502,0.325408599450414,-0.300270610461843,0.285872235517275,0.181671307117627,0.0270684870806848,0.977167816460095,0.0222848770547006
"P49134",-0.118859115334463,0.105554983314423,-0.0217421170784558,-0.068377736084575,0.188562929345892,0.412717579817069,0.977167816460095,0.558280593043369
"P49242",-0.151091318588906,0.150551974568082,0.0294708618050842,0.278715994346478,0.291208754447938,0.396415536284422,0.968338925911827,0.172161835201518
"P49432",-0.125158143879291,0.278987036061292,-0.0666607785028127,0.0952744615965302,0.190798617348633,0.135396061941125,0.97907999674198,0.247057721853804
"P50399",-0.112057322515799,0.15474552964064,-0.0831750035357311,0.0882810624619129,0.321033517634329,0.43913100398949,0.997515780258928,0.40008153816201
"P50463",-0.194058329658676,0.240474115630795,-0.0981913420234104,-0.0322615981370097,0.126174730290448,0.0378394924545219,0.968338925911827,0.212954872940109
"P50503",0.082004771902471,0.160860238820581,0.0531148188086091,-0.26305213505743,0.214852962945019,0.564165686504693,0.991288661241918,0.150035802937605
"P50753",-0.0110714322195547,-0.00748609240458217,-0.152936777842733,0.338747249908027,0.230530201686773,0.641257100634873,0.968338925911827,0.166807927606172
"P50878",0.0452725282371409,0.0032463633557618,0.0297257490582332,-0.197935758843354,0.168640395625603,0.602766008849496,0.997515780258928,0.250925227235354
"P51650",0.00421816572033927,0.0655805265578303,0.0584239051741803,0.0498131926796428,0.160831778561804,0.561406107852834,0.97907999674198,0.528716241092433
"P51868",-0.00839097296371607,0.0401493030518523,0.153220852256626,-0.0019860302920307,0.187416609714807,0.594648495484618,0.968338925911827,0.607766865378418
"P51886",0.136746055296753,-0.0370919848831663,0.382705572010806,-0.372825512678421,0.405167207547508,0.543824824173679,0.968338925911827,0.219528278184502
"P52296",0.235477158585589,-0.0112075450357946,-0.200898607699088,0.118667162829616,0.185167487479413,0.331761455946434,0.842425843791675,0.399140404898995
"P52481",0.054610710817165,-0.10016637834527,-0.0480784692634827,0.0163856989022003,0.409868341920803,0.56295639086889,0.97907999674198,0.591799176651886
"P52504",0.161765325994138,0.263094724246351,0.0183729438297326,-0.387574597273611,0.218643414992239,0.535500636118951,0.968338925911827,0.0677741279260321
"P52944",-0.306649745744751,0.041950237636871,0.158357527634961,0.182053237333729,0.25003091961167,0.331761455946434,0.842425843791675,0.108089095022076
"P53534",0.153088180304062,-0.05803079025631,0.134325008674512,-0.14150928572721,0.156876132411166,0.331761455946434,0.993447009228767,0.113001895410554
"P53987",0.0516230840599778,0.262935349729136,-0.159558470831974,-0.0908501556472353,0.235572111235312,0.419536848353933,0.968338925911827,0.406191771890727
"P56571",-0.0288581541626024,0.118744563570897,-0.194711879264241,0.645079397865675,0.338786718475798,0.543824824173679,0.977167816460095,0.10255441625769
"P56574",-0.107138223151484,0.0348932728500746,-0.105876542473369,0.348725540318384,0.201607839476273,0.470670482766689,0.997515780258928,0.0775841283348681
"P56741",0.158067562660017,0.157049507896464,0.152263842586587,0.293163169645647,0.371955257059447,0.641257100634873,0.997515780258928,0.503507951804641
"P57093",-0.121030114735924,0.0368895243275479,-0.0660048234730451,0.259793466064671,0.136472893657792,0.359728951142889,0.977167816460095,0.0549747028752738
"P58775",0.062336727459064,-0.0497204182555033,0.291471115951345,-0.518893186200351,0.344826703932819,0.575287799585202,0.968338925911827,0.135277345677161
"P60711",-0.261463698735181,-0.108196273830321,-0.0430746567013596,-0.023387111978944,0.289547214123379,0.515756925576719,0.968338925911827,0.340649078596185
"P60868",-0.37615270764492,0.137238606294247,-0.0226544395830297,0.263627743283058,0.316949075105936,0.344123089059455,0.968338925911827,0.158389359959354
"P60901",0.0982891163942799,0.0520304812801814,-0.0249264221842964,-0.128098832386845,0.165920828053944,0.602389740751263,0.969207681297504,0.265748921920641
"P61016",-0.274707801892092,-0.0195307216221971,-0.180996383542087,0.375608067940821,0.35943815732091,0.470670482766689,0.97907999674198,0.124579341608645
"P61206",0.0385909988202267,0.0932854262298615,0.183703164686612,-0.529977487078286,0.234188773101315,0.602389740751263,0.968338925911827,0.0739385628578512
"P61589",0.111761914671654,0.0890647078931086,0.0379943696318429,-0.200915859283094,0.179491410002776,0.613791529040404,0.97907999674198,0.20148734687741
"P61980",0.120350671322046,-0.0610778657502898,0.0215897567588493,-0.0980729691066117,0.165429804780218,0.380155988210441,0.969207681297504,0.207730759966659
"P61983",-0.295624486431863,0.0731705991104899,-0.195041809547711,0.21595678935669,0.246271734421729,0.315373608081166,0.977167816460095,0.091704932701426
"P62076",-0.139658891567469,0.207466498435026,-0.308314345143887,0.227536525610393,0.196460463751966,0.331761455946434,0.968338925911827,0.176723628916992
"P62083",0.395865190086425,0.166605084427596,0.162899242372385,-0.246850022945866,0.241741916482586,0.412717579817069,0.968338925911827,0.0594630385351165
"P62198",-0.322625301501035,0.127005907973587,0.101659607238341,0.178046507084231,0.359430864490356,0.412335746873138,0.968338925911827,0.262275169186936
"P62243",0.0538870419100327,-0.0396043677061377,0.190048048533613,-0.175207467274213,0.147592207120212,0.521067883235725,0.968338925911827,0.229018701219302
"P62246",0.0101098942596507,0.0309203506466453,-0.0130036138277211,-0.0882182357835253,0.131519448106428,0.603797425254227,0.981946303808589,0.362475851732992
"P62250",0.00426181563415007,-0.0352822331802207,0.115670511317456,-0.148986049613607,0.153132234121294,0.602766008849496,0.972955934139519,0.348469925767852
"P62260",-0.087594853240402,0.0605578481805966,-0.0448151966338221,0.0549565867185775,0.178192525814657,0.43913100398949,0.97907999674198,0.348469925767852
"P62268",-0.25131279847555,-0.0518307688322696,0.0749562397641969,0.293938115366403,0.246748024041441,0.487539830717105,0.968338925911827,0.134372814571844
"P62271",0.023758188781893,0.0233402093900855,0.128566114327911,-0.114752743416374,0.182606439708607,0.641257100634873,0.977167816460095,0.40556330762093
"P62278",0.583143441161775,0.119814981621946,-0.342174407457381,-0.441348655270985,0.296946661356017,0.349827722510423,0.842425843791675,0.0677741279260321
"P62282",0.0693277179941944,0.0497633901371524,-0.186719066429922,-0.0953833792208577,0.166214416172971,0.612203417395923,0.887091995485099,0.291509093344774
"P62425",-0.0234068200920193,0.0885148875574827,-0.100468352628262,0.00133531805145933,0.263557307641923,0.543824824173679,0.97907999674198,0.591799176651886
"P62494",-0.07930237751397,-0.0199731490262248,-0.0115079886969739,0.168721935493419,0.212560287426897,0.602389740751263,0.97907999674198,0.31183390577558
"P62630",-0.243955396381344,0.175658963564421,-0.292473384001654,0.042050470664742,0.49609679379996,0.43800132870855,0.997515780258928,0.419664989953749
"P62632",0.0122855019611903,0.0267396769665814,-0.12393376845599,0.0180413704953907,0.146231863322657,0.613791529040404,0.968338925911827,0.607766865378418
"P62703",-0.269884849039537,0.21692918865253,0.0545073330666386,0.198137630789997,0.253126191026641,0.185329424057638,0.968338925911827,0.117955083062742
"P62755",0.0114018505398029,0.0952132342398867,0.0279137328078048,-0.0778240953655545,0.146196452074839,0.53637179358199,0.997515780258928,0.46119816648152
"P62804",0.0454638051827822,-0.00843229807681926,0.115953028705298,0.305927368340175,0.331512201511797,0.603797425254227,0.97907999674198,0.349591651667807
"P62828",0.0781317635202608,-0.024347529106052,-0.18728040414571,-0.02985234651806,0.258389121546629,0.556919510392375,0.968338925911827,0.488760480087604
"P62832",0.122334963589493,0.102910880014261,0.0105058027265562,-0.10050746231291,0.163784339501456,0.612203417395923,0.968338925911827,0.20148734687741
"P62836",0.0018196976019038,0.0455959588513059,0.109334184030515,0.371379586723972,0.499248559299654,0.613791529040404,0.97907999674198,0.36487982413602
"P62853",-0.0512085210517908,-0.0663981413416827,-0.274878828090574,0.445762440382218,0.564707612102636,0.638824011497466,0.977570066881008,0.322593659603036
"P62856",-0.0305056732285598,-0.0051328164929841,0.0359453059100699,-0.0901529810665927,0.16897410404173,0.612203417395923,0.97907999674198,0.528716241092433
"P62859",-0.0651537853349445,0.196593116882473,0.128194791878327,0.00473843641557315,0.279338536866812,0.45512920319878,0.975230280804772,0.560739037893479
"P62890",0.0969562774024472,0.00863530977268525,0.0347823105047514,-0.16061740049509,0.147544616469203,0.528245847509764,0.97907999674198,0.20148734687741
"P62898",-0.330039869224547,-0.178697586282022,-0.807857963725164,0.744468244775248,0.606791204510954,0.598764791562488,0.968338925911827,0.124876887596582
"P62902",0.170388811813106,0.248358023159952,0.157669266204875,-0.275451962807162,0.200818046440299,0.55956699937913,0.997515780258928,0.0797532300104246
"P62907",-0.239869649789431,0.064294698178377,-0.136533319946094,0.116910953723179,0.327987698435296,0.412717579817069,0.97907999674198,0.263002581009802
"P62909",-0.0407323463447758,0.0930358950380041,-0.0324109844091367,-0.0478870278004015,0.178907675096847,0.45512920319878,0.997515780258928,0.607766865378418
"P62919",-0.0801790970365457,-0.00241195992776449,-0.022808107981259,0.0500343480572319,0.184113062922194,0.543824824173679,0.97907999674198,0.377640827514618
"P62959",-0.170904958010885,0.0867865885647227,0.0668680499521387,-0.102891427183852,0.174834287828338,0.317311845820286,0.968338925911827,0.494664993103968
"P62961",0.09807354104867,0.34424543076513,0.314569926313843,-0.313541189842911,0.24707455758506,0.442373734730627,0.968338925911827,0.21064757479018
"P62963",-0.329817208392617,0.0834855749238748,-0.00581327861324901,0.326197885647462,0.381570143225016,0.382962691040592,0.968338925911827,0.132173648979343
"P63018",-0.140252310330037,0.00137327841340457,-0.048926905999406,0.036165355762174,0.17547561465426,0.442373734730627,0.975230280804772,0.288615478058977
"P63029",0.0721459542136059,0.0164200098999803,-0.166923368206993,0.0160086947081768,0.283166894588463,0.602766008849496,0.968338925911827,0.561400697054695
"P63031",0.0940459489107605,-0.0142932171412783,-0.0181846670336516,-0.00454443257750003,0.156172766309525,0.473814596446319,0.968338925911827,0.399140404898995
"P63039",-0.0976698748806807,0.147972256064005,-0.161960252877147,0.664150630968446,0.425341822936038,0.501112922222018,0.986903499063367,0.124876887596582
"P63088",0.167228771292171,0.136560541255724,-0.0961156791922474,-0.182466622987342,0.222504255161749,0.6133441260487,0.968338925911827,0.224954706493813
"P63102",-0.193563933501398,0.0710839127006844,0.0758805896201046,-0.125254221957786,0.254138821098868,0.39427131294402,0.968338925911827,0.532816190391896
"P63159",0.142045884051222,-0.182033938824971,-0.129300845789996,0.0736541724596393,0.221491707322836,0.317311845820286,0.968338925911827,0.520124467959078
"P63245",0.112981487368825,-0.181809298507254,0.0959220520901804,-0.00862283730216948,0.275400740898656,0.436810683275208,0.997515780258928,0.504817811650399
"P63255",-0.0710479861853355,0.177305264632134,0.233869783520428,-0.204496107322719,0.246360240280383,0.442373734730627,0.968338925911827,0.485009654370927
"P63324",0.0732443079384486,0.0560739329395207,0.0099642129382562,-0.122941693786273,0.146599589175007,0.613791529040404,0.97907999674198,0.271877583529269
"P67779",-0.452213275855432,0.220068388330127,-0.260311626321101,0.35598965058667,0.180809289972347,0.0270684870806848,0.968338925911827,0.0107216939720721
"P68035",-0.0374048540450252,-0.114807565759128,-0.185076824394444,0.53012725174377,0.483158200590802,0.603797425254227,0.97907999674198,0.241364221490953
"P68136",-0.166452950950386,0.26709606463766,-0.189574363815595,0.0387095089266709,0.216512569572468,0.158024326052613,0.997515780258928,0.3039856549365
"P68511",-0.0594431467710979,-0.0440946332663234,0.0378501094642183,0.18462013692675,0.251975086743465,0.625109961001986,0.97907999674198,0.297040687654552
"P69897",0.104938983275586,-0.0844322506160124,-0.0807498725599043,-0.0358782491348567,0.346766107379133,0.510705730091864,0.975230280804772,0.492519434612227
"P70567",-0.0557668286032085,0.165293858091421,0.104838689183663,0.0193539246058733,0.294063031155697,0.45512920319878,0.975230280804772,0.538155093489103
"P70615",-0.13813840702105,0.0350530809135302,0.157977442959391,-0.193919499145919,0.267282462901515,0.487539830717105,0.968338925911827,0.560247166197079
"P70623",0.0932082371748557,-0.0779094711379238,0.233903700309915,-0.16421571713477,0.250206252442481,0.475759440173839,0.975230280804772,0.28237719415137
"P80254",-0.364319359989006,0.066300278109664,0.0101939098702577,0.468276103750807,0.315775780617036,0.331761455946434,0.968338925911827,0.0594630385351165
"P80299",-0.0886895220183235,0.189236096250215,-0.256616347225663,0.132110362388771,0.219891280587698,0.411262493195865,0.968338925911827,0.348469925767852
"P80432",0.0114453452318746,0.235190248637773,-0.125278391256949,0.280040875522034,0.303291916575069,0.460765617616163,0.977167816460095,0.320478929654685
"P81155",-0.0242778788253406,0.0274254078975073,-0.0889985389517057,0.297349662026672,0.188187441797624,0.590835416241188,0.97907999674198,0.133190123486125
"P82995",0.0039223613378114,0.0893178314985706,0.0580359293449153,-0.297282182993756,0.162792804585161,0.543824824173679,0.97907999674198,0.180847544455602
"P83732",0.0145392102009155,0.0945085997222603,-0.136133898895651,0.335371027691509,0.506704748218587,0.603797425254227,0.97907999674198,0.399140404898995
"P84100",0.0700570643034158,0.0365798682410376,-0.0143130372805738,-0.0571525842486822,0.152422580014132,0.603797425254227,0.977167816460095,0.390715969698167
"P84245",-0.037845361768389,-0.109161915790147,0.14596182330779,0.0257144031509363,0.206011327052297,0.569052208791085,0.968338925911827,0.520124467959078
"P84817",0.262127298017756,-0.21050610778833,-0.0790631762401658,0.0474526931995095,0.174062378539524,0.156449788846676,0.887091995485099,0.295665208234377
"P85125",-0.031297128238036,-0.156028002479669,-0.0527642112959901,-0.214325348873221,0.197010475459191,0.491197276125284,0.997515780258928,0.311136209000584
"P85834",-0.128262385861832,0.0698648858270159,-0.0348707390570924,0.36213660686735,0.203352403728888,0.412717579817069,0.977167816460095,0.0747215470808157
"P85968",-0.133441677137637,0.302173427708548,-0.162227193893146,0.0309279684716365,0.193881074512945,0.127370962515421,0.986903499063367,0.330996405002072
"P85972",0.00172368670050978,0.185983617175757,-0.0126931216408242,-0.104285954698269,0.132803722597228,0.331761455946434,0.997515780258928,0.348469925767852
"P86252",0.142598261492678,-0.0691116831893393,0.116205351016263,-0.182739125362266,0.154073944672585,0.382962691040592,0.991288661241918,0.144945186917098
