"","Mean of log A","Mean of log B","Mean of log C","Mean of log D"
"Cluster 1",-0.828483232064469,0.315636728306356,-0.506613165138419,1.01945966889653
"Cluster 2",0.564563157296361,-0.424594832249632,0.656665409346028,-0.796633734392757
"Cluster 3",0.25605662383955,0.327498297663624,-0.505245693095433,-0.0783092284077421
