"","Mean of log A","Mean of log B","Mean of log C","Mean of log D"
"Cluster 1",-0.82843252545034,0.315613804834518,-0.506719154265943,1.01953787488176
"Cluster 2",0.564431811998367,-0.424850897609291,0.656792393952334,-0.79637330834141
"Cluster 3",0.256381324798846,0.327727108498337,-0.504927054727596,-0.0791813785695871
